,Investments,Change To Liabilities,Total Cashflows From Investing Activities,Net Borrowings,Total Cash From Financing Activities,Change To Operating Activities,Issuance Of Stock,Net Income,Change In Cash,Repurchase Of Stock,Effect Of Exchange Rate,Total Cash From Operating Activities,Depreciation,Other Cashflows From Investing Activities,Dividends Paid,Other Cashflows From Financing Activities,Change To Netincome,Capital Expenditures
2020-03-31,160795000000.0,0.0,176093000000.0,-33297000000.0,333596000000.0,-85259000000.0,55000000.0,36370000000.0,482031000000.0,-4000000000.0,-19000000.0,-27638000000.0,8450000000.0,23022000000.0,-12904000000.0,383742000000.0,-1274000000.0,-3519000000.0
2019-03-31,-175794000000.0,0.0,-211514000000.0,-40000000000.0,350549000000.0,-543903000000.0,75000000.0,46338000000.0,-258939000000.0,-2090000000.0,1432000000.0,-399406000000.0,8762000000.0,-23163000000.0,-12930000000.0,405494000000.0,90656000000.0,-5730000000.0
2018-03-31,-63344000000.0,0.0,-72659000000.0,-40000000000.0,444715000000.0,-95019000000.0,50000000.0,43069000000.0,323673000000.0,-2000000.0,-1796000000.0,-46585000000.0,8654000000.0,6000000.0,-14133000000.0,458800000000.0,2024000000.0,-5337000000.0
2017-03-31,-116462000000.0,0.0,-124710000000.0,-10000000000.0,285774000000.0,234471000000.0,3000000.0,158455000000.0,973179000000.0,-11000000.0,29000000.0,191743000000.0,7169000000.0,-94000000.0,-11230000000.0,307012000000.0,-220134000000.0,-4973000000.0
