,Investments,Change To Liabilities,Total Cashflows From Investing Activities,Net Borrowings,Total Cash From Financing Activities,Change To Operating Activities,Net Income,Change In Cash,Effect Of Exchange Rate,Total Cash From Operating Activities,Depreciation,Other Cashflows From Investing Activities,Dividends Paid,Change To Inventory,Change To Account Receivables,Other Cashflows From Financing Activities,Change To Netincome,Capital Expenditures,Repurchase Of Stock
2021-03-31,3080000000.0,13230000000.0,-52515000000.0,-46168000000.0,-57957000000.0,4863000000.0,800000000.0,-16206000000.0,2530000000.0,91757000000.0,63056000000.0,-2234000000.0,-8232000000.0,14598000000.0,-10741000000.0,-3557000000.0,-8601000000.0,-55248000000.0,
2020-03-31,382000000.0,-53476000000.0,-91771000000.0,53974000000.0,34239000000.0,8105000000.0,-3794000000.0,2380000000.0,-2655000000.0,62312000000.0,64629000000.0,-4487000000.0,-15092000000.0,-10652000000.0,43624000000.0,-4643000000.0,-4991000000.0,-79867000000.0,
2019-03-31,130000000.0,7931000000.0,-75324000000.0,-1234000000.0,-26592000000.0,-8122000000.0,24663000000.0,-176000000.0,-1341000000.0,103022000000.0,67563000000.0,-6852000000.0,-15092000000.0,-9231000000.0,3957000000.0,-10263000000.0,-20110000000.0,-71161000000.0,-3000000.0
2018-03-31,-102000000.0,5815000000.0,-99049000000.0,76970000000.0,60282000000.0,-12504000000.0,49697000000.0,62439000000.0,629000000.0,100033000000.0,60759000000.0,-4142000000.0,-14406000000.0,-7590000000.0,-9693000000.0,-2278000000.0,-19596000000.0,-73048000000.0,-4000000.0
