,Investments,Change To Liabilities,Total Cashflows From Investing Activities,Net Borrowings,Total Cash From Financing Activities,Change To Operating Activities,Net Income,Change In Cash,Repurchase Of Stock,Effect Of Exchange Rate,Total Cash From Operating Activities,Depreciation,Other Cashflows From Investing Activities,Dividends Paid,Change To Inventory,Change To Account Receivables,Other Cashflows From Financing Activities,Change To Netincome,Capital Expenditures
2021-03-31,2555000000.0,11772000000.0,-52687000000.0,32304000000.0,4297000000.0,15001000000.0,-55155000000.0,23445000000.0,-3000000.0,1432000000.0,70403000000.0,29477000000.0,-879000000.0,-12887000000.0,9807000000.0,-13009000000.0,-15117000000.0,79785000000.0,-55205000000.0
2020-03-31,12059000000.0,-27721000000.0,-35592000000.0,554000000.0,-25264000000.0,11912000000.0,22604000000.0,-8853000000.0,-10002000000.0,-1049000000.0,54228000000.0,26359000000.0,-804000000.0,-13052000000.0,1446000000.0,23317000000.0,-2764000000.0,-13714000000.0,-43951000000.0
2019-03-31,6099000000.0,-5834000000.0,-66266000000.0,-682000000.0,-18966000000.0,3026000000.0,31116000000.0,-54171000000.0,-5001000000.0,121000000.0,30940000000.0,21842000000.0,2484000000.0,-12175000000.0,-22039000000.0,1553000000.0,-1108000000.0,-11784000000.0,-36210000000.0
2018-03-31,25981000000.0,9388000000.0,-20423000000.0,15601000000.0,3860000000.0,2003000000.0,33230000000.0,27539000000.0,-2000000.0,506000000.0,43596000000.0,16973000000.0,-166000000.0,-11127000000.0,-5421000000.0,-9798000000.0,-612000000.0,-15755000000.0,-37312000000.0
