,Investments,Change To Liabilities,Total Cashflows From Investing Activities,Net Borrowings,Total Cash From Financing Activities,Change To Operating Activities,Net Income,Change In Cash,Repurchase Of Stock,Effect Of Exchange Rate,Total Cash From Operating Activities,Depreciation,Other Cashflows From Investing Activities,Dividends Paid,Change To Inventory,Change To Account Receivables,Other Cashflows From Financing Activities,Change To Netincome,Capital Expenditures,Issuance Of Stock
2020-03-31,58000000.0,-2756000000.0,-13193000000.0,-6836000000.0,-10843000000.0,-1607000000.0,18656000000.0,5121000000.0,-9000000.0,-51000000.0,29209000000.0,18441000000.0,-59000000.0,-2720000000.0,-4710000000.0,4036000000.0,-1278000000.0,-10701000000.0,-32781000000.0,
2019-03-31,344000000.0,-3774000000.0,-38817000000.0,17991000000.0,14112000000.0,1318000000.0,14017000000.0,-6454000000.0,-11000000.0,-254000000.0,18506000000.0,17884000000.0,1000000.0,-2473000000.0,-5075000000.0,-4074000000.0,-1395000000.0,-8003000000.0,-39247000000.0,
2018-03-31,-2378000000.0,449000000.0,-16921000000.0,-1734000000.0,-5774000000.0,4962000000.0,15781000000.0,2760000000.0,-37000000.0,165000000.0,25110000000.0,17511000000.0,4000000.0,-2226000000.0,-7383000000.0,-4821000000.0,-1779000000.0,-9078000000.0,-19779000000.0,2000000.0
2017-03-31,79000000.0,3857000000.0,-21233000000.0,-11384000000.0,-15243000000.0,874000000.0,13202000000.0,874000000.0,-28000000.0,165000000.0,37350000000.0,17635000000.0,14000000.0,-1730000000.0,631000000.0,-229000000.0,-2101000000.0,-4571000000.0,-22291000000.0,2000000.0
