,Investments,Change To Liabilities,Total Cashflows From Investing Activities,Net Borrowings,Total Cash From Financing Activities,Change To Operating Activities,Net Income,Change In Cash,Repurchase Of Stock,Effect Of Exchange Rate,Total Cash From Operating Activities,Depreciation,Other Cashflows From Investing Activities,Dividends Paid,Change To Inventory,Change To Account Receivables,Other Cashflows From Financing Activities,Change To Netincome,Capital Expenditures,Issuance Of Stock
2020-03-31,-1248000000.0,-156220000000.0,-122514000000.0,-205158000000.0,-687244000000.0,-80118000000.0,-114633000000.0,-958547000000.0,-300886000000.0,-6641000000.0,-142148000000.0,79615000000.0,9686000000.0,-23319000000.0,-20049000000.0,38891000000.0,-157881000000.0,94825000000.0,-119267000000.0,
2019-03-31,-30657000000.0,-10396000000.0,1305434000000.0,-257348000000.0,-645018000000.0,88471000000.0,1013256000000.0,786863000000.0,-399924000000.0,1592000000.0,124855000000.0,78518000000.0,11290000000.0,-10801360000.0,-65899000000.0,-41935000000.0,34503000000.0,-923049000000.0,-122555000000.0,
2018-03-31,-131192000000.0,31256000000.0,-146713000000.0,-492778000000.0,-63613000000.0,-696486000000.0,804011000000.0,-174574000000.0,-115000000.0,-1615000000.0,37367000000.0,118070000000.0,8848000000.0,-10940000000.0,-30156000000.0,-74367000000.0,-133227000000.0,-116652000000.0,-179027000000.0,573447000000.0
2017-03-31,-17431000000.0,-26594000000.0,-178929000000.0,-209917000000.0,-219758000000.0,305052000000.0,-965663000000.0,-267836000000.0,-58000000.0,-3312000000.0,134163000000.0,162975000000.0,-21265000000.0,-12754000000.0,31563000000.0,17419000000.0,2971000000.0,632608000000.0,-158756000000.0,573447000000.0
