,Investments,Change To Liabilities,Total Cashflows From Investing Activities,Net Borrowings,Total Cash From Financing Activities,Change To Operating Activities,Issuance Of Stock,Net Income,Change In Cash,Repurchase Of Stock,Effect Of Exchange Rate,Total Cash From Operating Activities,Depreciation,Other Cashflows From Investing Activities,Dividends Paid,Change To Inventory,Change To Account Receivables,Other Cashflows From Financing Activities,Change To Netincome,Capital Expenditures
2020-12-31,1632000000.0,-19911000000.0,-1243372000000.0,871679000000.0,956759000000.0,39621000000.0,156334000000.0,92826000000.0,-29000000.0,-309000000.0,10725000000.0,275859000000.0,123277000000.0,-2017000000.0,-46265000000.0,3306000000.0,48666000000.0,-24680000000.0,-44499000000.0,-80775000000.0
2019-12-31,3015000000.0,-6259000000.0,-103666000000.0,-89254000000.0,-158841000000.0,-13234000000.0,156334000000.0,142207000000.0,-8828000000.0,-31000000.0,209000000.0,253469000000.0,113036000000.0,-2723000000.0,-48556000000.0,-10722000000.0,22881000000.0,-21000000000.0,-49624000000.0,-74312000000.0
2018-12-31,9605000000.0,-7196000000.0,22505000000.0,-219536000000.0,-270564000000.0,52974000000.0,156334000000.0,151077000000.0,-736000000.0,-250000000.0,-4416000000.0,252441000000.0,109206000000.0,-3874000000.0,-41229000000.0,-8966000000.0,-2759000000.0,-9549000000.0,-98126000000.0,-78891000000.0
2017-12-31,10509000000.0,3656000000.0,-885823000000.0,700458000000.0,661882000000.0,33662000000.0,156334000000.0,141003000000.0,9595000000.0,-38000000.0,2111000000.0,231712000000.0,101813000000.0,-3500000000.0,-26571000000.0,-4752000000.0,-11536000000.0,-11967000000.0,-88115000000.0,-76636000000.0
