,Investments,Change To Liabilities,Total Cashflows From Investing Activities,Net Borrowings,Total Cash From Financing Activities,Change To Operating Activities,Net Income,Change In Cash,Effect Of Exchange Rate,Total Cash From Operating Activities,Depreciation,Other Cashflows From Investing Activities,Dividends Paid,Change To Inventory,Change To Account Receivables,Other Cashflows From Financing Activities,Change To Netincome,Capital Expenditures,Repurchase Of Stock
2020-09-30,-884000000.0,4808000000.0,-4493000000.0,1733000000.0,-785000000.0,37289000000.0,7624000000.0,43817000000.0,-93000000.0,49188000000.0,1520000000.0,-705000000.0,-2648000000.0,-1233000000.0,-530000000.0,130000000.0,-3655000000.0,-428000000.0,
2019-09-30,526000000.0,409000000.0,858000000.0,10899000000.0,7959000000.0,-5967000000.0,5267000000.0,9980000000.0,-148000000.0,1311000000.0,1113000000.0,1946000000.0,-2134000000.0,-142000000.0,-516000000.0,-117000000.0,-1625000000.0,-156000000.0,-689000000.0
2018-09-30,-165000000.0,4134000000.0,-8296000000.0,19916000000.0,18067000000.0,-4911000000.0,4255000000.0,14499000000.0,26000000.0,4701000000.0,965000000.0,-7057000000.0,-1483000000.0,29000000.0,572000000.0,-117000000.0,-2788000000.0,-77000000.0,-249000000.0
2017-09-30,-190000000.0,10440000000.0,-1984000000.0,3735000000.0,2635000000.0,-10254000000.0,2948000000.0,2387000000.0,-13000000.0,1749000000.0,903000000.0,-66000000.0,-1001000000.0,-55000000.0,-2106000000.0,-99000000.0,-1649000000.0,-99000000.0,-249000000.0
