,Investments,Change To Liabilities,Total Cashflows From Investing Activities,Net Borrowings,Total Cash From Financing Activities,Change To Operating Activities,Net Income,Change In Cash,Effect Of Exchange Rate,Total Cash From Operating Activities,Depreciation,Other Cashflows From Investing Activities,Dividends Paid,Change To Inventory,Change To Account Receivables,Other Cashflows From Financing Activities,Change To Netincome,Capital Expenditures
2021-03-31,-2077000000.0,9648000000.0,-54151000000.0,-72651000000.0,-93425000000.0,10176000000.0,33048000000.0,15199000000.0,3442000000.0,151043000000.0,84786000000.0,-2709000000.0,-20307000000.0,4565000000.0,19802000000.0,-467000000.0,-10982000000.0,-54959000000.0
2020-03-31,14222000000.0,-23767000000.0,-41314000000.0,-90587000000.0,-153285000000.0,63598000000.0,12518000000.0,-45559000000.0,-2030000000.0,157701000000.0,105557000000.0,-2194000000.0,-20307000000.0,-1558000000.0,45881000000.0,-42391000000.0,-78821000000.0,-56752000000.0
2019-03-31,-994000000.0,19611000000.0,-72328000000.0,27531000000.0,1579000000.0,21347000000.0,-52193000000.0,2670000000.0,515000000.0,69351000000.0,68502000000.0,-3556000000.0,-20296000000.0,-16304000000.0,-9441000000.0,-5656000000.0,3626000000.0,-57447000000.0
2018-03-31,11429000000.0,20157000000.0,-52606000000.0,-67755000000.0,-43843000000.0,3567000000.0,54581000000.0,17188000000.0,2487000000.0,116362000000.0,64661000000.0,10063000000.0,-17281000000.0,-15526000000.0,-5222000000.0,41193000000.0,-41272000000.0,-60768000000.0
