,Investments,Change To Liabilities,Total Cashflows From Investing Activities,Net Borrowings,Total Cash From Financing Activities,Change To Operating Activities,Issuance Of Stock,Net Income,Change In Cash,Repurchase Of Stock,Effect Of Exchange Rate,Total Cash From Operating Activities,Depreciation,Other Cashflows From Investing Activities,Dividends Paid,Change To Inventory,Change To Account Receivables,Other Cashflows From Financing Activities,Change To Netincome,Capital Expenditures
2021-03-31,28964000000.0,23882000000.0,-39246000000.0,-40389000000.0,-202433000000.0,7315000000.0,2000000.0,75958000000.0,-43637000000.0,-100192000000.0,5834000000.0,192207000000.0,57382000000.0,-450000000.0,-48946000000.0,-21222000000.0,83093000000.0,-12908000000.0,-34201000000.0,-31245000000.0
2020-03-31,82473000000.0,-44726000000.0,81673000000.0,-36406000000.0,-91637000000.0,-29650000000.0,2000000.0,129074000000.0,181028000000.0,-85000000.0,-5608000000.0,196601000000.0,52611000000.0,14030000000.0,-45356000000.0,-7392000000.0,110165000000.0,-9790000000.0,-25571000000.0,-31936000000.0
2019-03-31,-86704000000.0,60419000000.0,-142520000000.0,-20000000000.0,-66203000000.0,118395000000.0,2000000.0,93409000000.0,-114546000000.0,-45000000.0,2143000000.0,92033000000.0,46169000000.0,7853000000.0,-45339000000.0,-4018000000.0,-187792000000.0,-819000000.0,-26971000000.0,-36108000000.0
2018-03-31,137166000000.0,238000000.0,108568000000.0,-20000000000.0,-101766000000.0,-9755000000.0,1000000.0,60282000000.0,111651000000.0,-50085000000.0,-3590000000.0,108439000000.0,46680000000.0,9500000000.0,-46420000000.0,-19394000000.0,2535000000.0,-5262000000.0,7114000000.0,-23399000000.0
