,Investments,Change To Liabilities,Total Cashflows From Investing Activities,Net Borrowings,Total Cash From Financing Activities,Change To Operating Activities,Net Income,Change In Cash,Repurchase Of Stock,Effect Of Exchange Rate,Total Cash From Operating Activities,Depreciation,Other Cashflows From Investing Activities,Dividends Paid,Change To Inventory,Change To Account Receivables,Other Cashflows From Financing Activities,Change To Netincome,Capital Expenditures,Issuance Of Stock
2020-03-31,11851000000.0,-83410000000.0,1199000000.0,-26000000.0,-17167000000.0,319000000.0,28213000000.0,-41810000000.0,-9828000000.0,-24000000.0,-25817000000.0,10719000000.0,537000000.0,-6754000000.0,6385000000.0,13897000000.0,-559000000.0,-15535000000.0,-8270000000.0,
2019-03-31,7424000000.0,22427000000.0,1938000000.0,-95000000.0,-27261000000.0,-2205000000.0,30204000000.0,16416000000.0,-20545000000.0,-12000000.0,41751000000.0,10772000000.0,331000000.0,-6059000000.0,-5230000000.0,-7529000000.0,-562000000.0,-21963000000.0,-5803000000.0,
2018-03-31,7928000000.0,55927000000.0,894000000.0,-28000000.0,-12691000000.0,6331000000.0,18820000000.0,86263000000.0,-6902000000.0,-5000000.0,98066000000.0,11042000000.0,403000000.0,-5166000000.0,8208000000.0,4775000000.0,-599000000.0,-16983000000.0,-5502000000.0,4000000.0
2017-03-31,15648000000.0,-61093000000.0,-5497000000.0,-192000000.0,-15567000000.0,-1626000000.0,21308000000.0,5931000000.0,-9826000000.0,-16000000.0,27013000000.0,11720000000.0,-735000000.0,-6838000000.0,426000000.0,68814000000.0,-708000000.0,-23529000000.0,-10288000000.0,1997000000.0
