,Investments,Change To Liabilities,Total Cashflows From Investing Activities,Net Borrowings,Total Cash From Financing Activities,Change To Operating Activities,Net Income,Change In Cash,Effect Of Exchange Rate,Total Cash From Operating Activities,Depreciation,Other Cashflows From Investing Activities,Dividends Paid,Change To Inventory,Change To Account Receivables,Other Cashflows From Financing Activities,Change To Netincome,Capital Expenditures
2020-03-31,6798000000.0,335000000.0,-27625000000.0,-49000000000.0,-103528000000.0,-6726000000.0,121767000000.0,-37680000000.0,-9309000000.0,102782000000.0,33700000000.0,4221000000.0,-45849000000.0,-2365000000.0,-35171000000.0,-8679000000.0,-15054000000.0,-15263000000.0
2019-03-31,10770000000.0,3325000000.0,-7918000000.0,-35671000000.0,-79180000000.0,-653000000.0,63386000000.0,21399000000.0,4783000000.0,103714000000.0,26841000000.0,1600000000.0,-42957000000.0,6508000000.0,-5134000000.0,-552000000.0,-16627000000.0,-18168000000.0
2018-03-31,30081000000.0,1874000000.0,17040000000.0,-38606000000.0,-81850000000.0,59576000000.0,51845000000.0,83750000000.0,-1089000000.0,149649000000.0,26183000000.0,9780000000.0,-42929000000.0,2594000000.0,-1077000000.0,-315000000.0,-16304000000.0,-10498000000.0
2017-03-31,-33812000000.0,-363000000.0,-28596000000.0,9981000000.0,-35440000000.0,-183000000.0,39358000000.0,7450000000.0,-4366000000.0,75851000000.0,26484000000.0,-885000000.0,-42905000000.0,-6708000000.0,8762000000.0,-2516000000.0,-9809000000.0,-7824000000.0
