,Investments,Change To Liabilities,Total Cashflows From Investing Activities,Net Borrowings,Total Cash From Financing Activities,Change To Operating Activities,Net Income,Change In Cash,Effect Of Exchange Rate,Total Cash From Operating Activities,Depreciation,Other Cashflows From Investing Activities,Dividends Paid,Change To Inventory,Change To Account Receivables,Other Cashflows From Financing Activities,Change To Netincome,Capital Expenditures,Issuance Of Stock,Repurchase Of Stock
2020-03-31,-579000000.0,3004000000.0,-21761000000.0,17104000000.0,8234000000.0,2509000000.0,-516000000.0,2537000000.0,-295000000.0,15229000000.0,11330000000.0,-693000000.0,-7417000000.0,-2908000000.0,881000000.0,-1453000000.0,-5700000000.0,-8095000000.0,,
2019-03-31,-2686000000.0,1533000000.0,-34902000000.0,41096000000.0,31973000000.0,-6587000000.0,6386000000.0,13243000000.0,-72000000.0,16244000000.0,9704000000.0,-5762000000.0,-7413000000.0,-1349000000.0,-2460000000.0,-1333000000.0,4028000000.0,-21361000000.0,18000000.0,-395000000.0
2018-03-31,-874000000.0,-778000000.0,-21552000000.0,-1999000000.0,-9635000000.0,-18430000000.0,257000000.0,-15102000000.0,317000000.0,15767000000.0,9638000000.0,-1107000000.0,-6951000000.0,-894000000.0,-1706000000.0,-826000000.0,35020000000.0,-14757000000.0,141000000.0,-395000000.0
2017-03-31,516000000.0,-71000000.0,-8599000000.0,-16039000000.0,-23138000000.0,14789000000.0,333000000.0,3802000000.0,-896000000.0,36436000000.0,13122000000.0,90000000.0,-6374000000.0,-894000000.0,416000000.0,-872000000.0,3742000000.0,-4384000000.0,147000000.0,-395000000.0
