,Investments,Change To Liabilities,Total Cashflows From Investing Activities,Net Borrowings,Total Cash From Financing Activities,Change To Operating Activities,Net Income,Change In Cash,Repurchase Of Stock,Effect Of Exchange Rate,Total Cash From Operating Activities,Depreciation,Other Cashflows From Investing Activities,Dividends Paid,Change To Inventory,Change To Account Receivables,Other Cashflows From Financing Activities,Change To Netincome,Capital Expenditures,Issuance Of Stock
2020-03-31,11986000000.0,205000000.0,-58272000000.0,-1508000000.0,-4566000000.0,-971000000.0,-12281000000.0,-30156000000.0,-8000000.0,-4563000000.0,37246000000.0,41825000000.0,468000000.0,-3664000000.0,-15241000000.0,-2652000000.0,614000000.0,24238000000.0,-57943000000.0,
2019-03-31,-4195000000.0,11814000000.0,-64712000000.0,22427000000.0,12646000000.0,-261000000.0,12136000000.0,-15289000000.0,-5000000000.0,-4659000000.0,41362000000.0,38624000000.0,-2664000000.0,-4947000000.0,-11448000000.0,-12278000000.0,-12000000.0,-6322000000.0,-55980000000.0,178000000.0
2018-03-31,8889000000.0,-3821000000.0,-64140000000.0,54865000000.0,47341000000.0,8335000000.0,11829000000.0,23552000000.0,-1000000.0,-695000000.0,41046000000.0,35996000000.0,1589000000.0,-6484000000.0,-4902000000.0,-7331000000.0,-1279000000.0,-4257000000.0,-62382000000.0,240000000.0
2017-03-31,1641000000.0,4576000000.0,-66351000000.0,48619000000.0,36483000000.0,7206000000.0,11346000000.0,69000000.0,-5001000000.0,-3773000000.0,33472000000.0,34035000000.0,936000000.0,-4072000000.0,-17730000000.0,-9317000000.0,-3296000000.0,-3622000000.0,-64146000000.0,233000000.0
