,Investments,Change To Liabilities,Total Cashflows From Investing Activities,Net Borrowings,Total Cash From Financing Activities,Change To Operating Activities,Net Income,Change In Cash,Repurchase Of Stock,Effect Of Exchange Rate,Total Cash From Operating Activities,Depreciation,Other Cashflows From Investing Activities,Dividends Paid,Change To Inventory,Change To Account Receivables,Other Cashflows From Financing Activities,Change To Netincome,Capital Expenditures
2020-03-31,-677000000.0,-448000000.0,-62147000000.0,17815000000.0,-15869000000.0,6561000000.0,19892000000.0,-27810000000.0,-6511000000.0,-960000000.0,51166000000.0,26585000000.0,1095000000.0,-13984000000.0,-1703000000.0,2250000000.0,-13189000000.0,-1976000000.0,-62565000000.0
2019-03-31,1281000000.0,1329000000.0,-22527000000.0,-6649000000.0,-22416000000.0,20578000000.0,34196000000.0,4757000000.0,-6511000000.0,569000000.0,49131000000.0,14093000000.0,1000000.0,-13303000000.0,-964000000.0,-5816000000.0,-2464000000.0,-14306000000.0,-23809000000.0
2018-03-31,-1295000000.0,2542000000.0,-18484000000.0,-3325000000.0,-14798000000.0,14490000000.0,30507000000.0,19742000000.0,-6511000000.0,-956000000.0,53980000000.0,12490000000.0,442000000.0,-9590000000.0,610000000.0,-731000000.0,-1883000000.0,-5927000000.0,-17631000000.0
2017-03-31,143000000.0,1909000000.0,-13615000000.0,-5417000000.0,-9420000000.0,84000000.0,25951000000.0,20836000000.0,-20000000.0,112000000.0,43759000000.0,7471000000.0,1211000000.0,-3984000000.0,1954000000.0,-2355000000.0,1000000.0,-70000000.0,-14969000000.0
