,Investments,Change To Liabilities,Total Cashflows From Investing Activities,Net Borrowings,Total Cash From Financing Activities,Change To Operating Activities,Net Income,Change In Cash,Repurchase Of Stock,Effect Of Exchange Rate,Total Cash From Operating Activities,Depreciation,Other Cashflows From Investing Activities,Dividends Paid,Change To Inventory,Change To Account Receivables,Other Cashflows From Financing Activities,Change To Netincome,Capital Expenditures
2020-03-31,2387000000.0,671000000.0,-13395000000.0,-3466000000.0,-15113000000.0,-9068000000.0,24163000000.0,5354000000.0,-1000000.0,-33000000.0,33896000000.0,16683000000.0,689000000.0,-7037000000.0,-1548000000.0,-1100000000.0,-4609000000.0,-10102000000.0,-11031000000.0
2019-03-31,-1255000000.0,-419000000.0,-14911000000.0,-447000000.0,-10934000000.0,-8001000000.0,22269000000.0,2950000000.0,-1000000.0,-6000000.0,28771000000.0,16868000000.0,314000000.0,-6176000000.0,309000000.0,-2075000000.0,-4311000000.0,-12385000000.0,-11360000000.0
2018-03-31,504000000.0,5033000000.0,-19125000000.0,-2728000000.0,-13429000000.0,-12243000000.0,19344000000.0,-7064000000.0,-1000000.0,-7000000.0,25496000000.0,15760000000.0,-1850000000.0,-5780000000.0,-323000000.0,-2175000000.0,-4920000000.0,-12397000000.0,-11776000000.0
2017-03-31,-1534000000.0,-2300000000.0,-22055000000.0,-9428000000.0,-20582000000.0,23489000000.0,18330000000.0,11919000000.0,-1000000.0,-4000000.0,54561000000.0,14849000000.0,-3459000000.0,-5780000000.0,844000000.0,-878000000.0,-5373000000.0,-11658000000.0,-11006000000.0
