,Investments,Change To Liabilities,Total Cashflows From Investing Activities,Net Borrowings,Total Cash From Financing Activities,Change To Operating Activities,Issuance Of Stock,Net Income,Change In Cash,Repurchase Of Stock,Effect Of Exchange Rate,Total Cash From Operating Activities,Depreciation,Other Cashflows From Investing Activities,Dividends Paid,Other Cashflows From Financing Activities,Change To Netincome,Capital Expenditures
2020-03-31,987000000.0,0.0,6726000000.0,-10000000000.0,4664000000.0,117591000000.0,22000000.0,12412000000.0,123674000000.0,-2287000000.0,-1000000.0,112286000000.0,2829000000.0,1014000000.0,-2045000000.0,18974000000.0,-25922000000.0,-1270000000.0
2019-03-31,-9033000000.0,0.0,-15450000000.0,-10000000000.0,162326000000.0,-81893000000.0,25000000.0,14681000000.0,69857000000.0,-2476000000.0,5000000.0,-77023000000.0,2794000000.0,-4768000000.0,-2212000000.0,166989000000.0,-18922000000.0,-1314000000.0
2018-03-31,151558000000.0,0.0,149682000000.0,-10000000000.0,158824000000.0,-46811000000.0,21000000.0,13884000000.0,271304000000.0,-13000000.0,-6000000.0,-37195000000.0,3038000000.0,1000000.0,-2082000000.0,160898000000.0,-13314000000.0,-1777000000.0
2017-03-31,4890000000.0,0.0,-352000000.0,-10000000000.0,183285000000.0,95808000000.0,23000000.0,14895000000.0,281901000000.0,-27000000.0,-6000000.0,98971000000.0,2905000000.0,-2148000000.0,-2082000000.0,185371000000.0,-20491000000.0,-2062000000.0
