,Net Income,Change To Liabilities,Investments,Total Cashflows From Investing Activities,Net Borrowings,Total Cash From Financing Activities,Change To Operating Activities,Change In Cash,Repurchase Of Stock,Effect Of Exchange Rate,Total Cash From Operating Activities,Depreciation,Other Cashflows From Investing Activities,Dividends Paid,Change To Inventory,Change To Account Receivables,Other Cashflows From Financing Activities,Change To Netincome,Capital Expenditures
2021-03-31,-13057000000.0,0.0,,,,,,,,,,,,,,,,,
2020-03-31,14631000000.0,-70000000.0,247000000.0,-28648000000.0,4299000000.0,-9440000000.0,-17938000000.0,-3786000000.0,-7000000.0,-19000000.0,34322000000.0,20284000000.0,11255000000.0,-4887000000.0,822000000.0,3801000000.0,-8845000000.0,4369000000.0,-37154000000.0
2019-03-31,18341000000.0,-8845000000.0,37000000.0,-29428000000.0,11072000000.0,3138000000.0,-6773000000.0,-3719000000.0,-9000000.0,73000000.0,22497000000.0,17852000000.0,-698000000.0,-5130000000.0,654000000.0,-2589000000.0,-2795000000.0,-6314000000.0,-26729000000.0
2018-03-31,18227000000.0,9965000000.0,37000000.0,-32822000000.0,409000000.0,-7812000000.0,12200000000.0,8864000000.0,-16000000.0,-29000000.0,49528000000.0,16494000000.0,827000000.0,-5370000000.0,-10875000000.0,-1497000000.0,-2835000000.0,-5264000000.0,-32819000000.0
