,Investments,Change To Liabilities,Total Cashflows From Investing Activities,Net Borrowings,Total Cash From Financing Activities,Change To Operating Activities,Net Income,Change In Cash,Repurchase Of Stock,Effect Of Exchange Rate,Total Cash From Operating Activities,Depreciation,Other Cashflows From Investing Activities,Dividends Paid,Change To Inventory,Change To Account Receivables,Other Cashflows From Financing Activities,Change To Netincome,Capital Expenditures,Issuance Of Stock
2020-12-31,297000000.0,-296000000.0,-66724000000.0,52208000000.0,38307000000.0,4986000000.0,31795000000.0,15148000000.0,-2000000.0,41000000.0,43524000000.0,19616000000.0,-9163000000.0,-9194000000.0,-10925000000.0,-784000000.0,-4705000000.0,-15996000000.0,-58184000000.0,
2019-12-31,-5355000000.0,291000000.0,-64082000000.0,68678000000.0,48000000000.0,6197000000.0,29796000000.0,7794000000.0,-10004000000.0,-220000000.0,24096000000.0,18924000000.0,-2231000000.0,-8085000000.0,-34533000000.0,-1278000000.0,-2590000000.0,-10834000000.0,-64726000000.0,1000000.0
2018-12-31,-3439000000.0,1381000000.0,-63577000000.0,43806000000.0,34438000000.0,-3596000000.0,27277000000.0,-9523000000.0,-205000000.0,-122000000.0,19748000000.0,18157000000.0,-17539000000.0,-6935000000.0,-23273000000.0,-1104000000.0,-2228000000.0,-11918000000.0,-40798000000.0,1000000.0
2017-12-31,-1049000000.0,-200000000.0,-64508000000.0,87510000000.0,77998000000.0,2416000000.0,22599000000.0,-825000000.0,-5000000.0,-119000000.0,-14196000000.0,16676000000.0,-10343000000.0,-6068000000.0,-67501000000.0,-926000000.0,-3439000000.0,-479000000.0,-42692000000.0,1000000.0
