,Investments,Change To Liabilities,Total Cashflows From Investing Activities,Net Borrowings,Total Cash From Financing Activities,Change To Operating Activities,Issuance Of Stock,Net Income,Change In Cash,Repurchase Of Stock,Effect Of Exchange Rate,Total Cash From Operating Activities,Depreciation,Other Cashflows From Investing Activities,Dividends Paid,Change To Inventory,Change To Account Receivables,Other Cashflows From Financing Activities,Change To Netincome,Capital Expenditures
2020-03-31,30002000000.0,-3666000000.0,16993000000.0,-657000000.0,-4375000000.0,4668000000.0,12000000.0,10824000000.0,33590000000.0,-15000000.0,-22000000.0,20994000000.0,6328000000.0,-562000000.0,-3321000000.0,-368000000.0,3586000000.0,-394000000.0,-4991000000.0,-14416000000.0
2019-03-31,-14960000000.0,1031000000.0,-20025000000.0,-589000000.0,-11888000000.0,1160000000.0,129000000.0,12816000000.0,-11101000000.0,-8529000000.0,-85000000.0,20897000000.0,5933000000.0,-256000000.0,-2600000000.0,-2233000000.0,-511000000.0,-299000000.0,-1482000000.0,-6573000000.0
2018-03-31,11997000000.0,1978000000.0,8154000000.0,-15000000000.0,-17906000000.0,-1242000000.0,129000000.0,10289000000.0,8035000000.0,-147000000.0,-1000000.0,17788000000.0,5918000000.0,-240000000.0,-2341000000.0,98000000.0,-2995000000.0,-418000000.0,-2755000000.0,-5837000000.0
2017-03-31,-27018000000.0,1671000000.0,-29736000000.0,-131000000.0,-2398000000.0,2312000000.0,129000000.0,11115000000.0,-13811000000.0,-51000000.0,-76000000.0,18400000000.0,5968000000.0,-191000000.0,-1821000000.0,-1005000000.0,-2581000000.0,-395000000.0,-3345000000.0,-3028000000.0
