,Investments,Change To Liabilities,Total Cashflows From Investing Activities,Net Borrowings,Total Cash From Financing Activities,Change To Operating Activities,Net Income,Change In Cash,Effect Of Exchange Rate,Total Cash From Operating Activities,Depreciation,Other Cashflows From Investing Activities,Dividends Paid,Change To Inventory,Change To Account Receivables,Other Cashflows From Financing Activities,Change To Netincome,Capital Expenditures,Repurchase Of Stock
2021-03-31,-140000000.0,-14206000000.0,-4232000000.0,-1719000000.0,-10064000000.0,-4504000000.0,25042000000.0,-5164000000.0,-51000000.0,9184000000.0,5739000000.0,-1125000000.0,-7084000000.0,-11590000000.0,8915000000.0,-1261000000.0,-11954000000.0,-2945000000.0,
2020-03-31,-7633000000.0,-7981000000.0,-12136000000.0,-1960000000.0,-11250000000.0,6903000000.0,26245000000.0,14772000000.0,-2000000.0,38222000000.0,5961000000.0,-547000000.0,-7099000000.0,-2231000000.0,11011000000.0,-1193000000.0,-13864000000.0,-3998000000.0,-998000000.0
2019-03-31,-7085000000.0,10751000000.0,-11298000000.0,-892000000.0,-9021000000.0,-2343000000.0,26691000000.0,5687000000.0,-48000000.0,26054000000.0,6074000000.0,-938000000.0,-7108000000.0,5182000000.0,-23007000000.0,-1020000000.0,-9863000000.0,-2877000000.0,-1000000.0
2018-03-31,-376000000.0,15598000000.0,-3717000000.0,-15234000000.0,-21783000000.0,1616000000.0,25296000000.0,4477000000.0,84000000.0,29903000000.0,5512000000.0,1046000000.0,-5635000000.0,-1424000000.0,-17939000000.0,-907000000.0,-10608000000.0,-4092000000.0,-7000000.0
