,Investments,Change To Liabilities,Total Cashflows From Investing Activities,Net Borrowings,Total Cash From Financing Activities,Change To Operating Activities,Net Income,Change In Cash,Effect Of Exchange Rate,Total Cash From Operating Activities,Depreciation,Other Cashflows From Investing Activities,Dividends Paid,Change To Inventory,Change To Account Receivables,Other Cashflows From Financing Activities,Change To Netincome,Capital Expenditures
2020-03-31,-926000000.0,-23582000000.0,-142364000000.0,-34579000000.0,-67594000000.0,-18792000000.0,55725000000.0,10603000000.0,-5206000000.0,225767000000.0,118324000000.0,-3327000000.0,-25612000000.0,18116000000.0,37191000000.0,-7403000000.0,464000000.0,-135769000000.0
2019-03-31,8390000000.0,-11843000000.0,-260247000000.0,150584000000.0,118891000000.0,-13514000000.0,79373000000.0,38763000000.0,-327000000.0,176239000000.0,113310000000.0,-2395000000.0,-25602000000.0,28427000000.0,-33582000000.0,-6091000000.0,-33978000000.0,-165809000000.0
2018-03-31,-48959000000.0,11594000000.0,-186685000000.0,98019000000.0,61773000000.0,-5401000000.0,95915000000.0,2910000000.0,-1924000000.0,129180000000.0,104680000000.0,-3162000000.0,-22400000000.0,-31492000000.0,-61969000000.0,-13846000000.0,-24844000000.0,-145400000000.0
2017-03-31,281000000.0,17982000000.0,-135242000000.0,10237000000.0,-18018000000.0,-12428000000.0,99418000000.0,21627000000.0,-847000000.0,173958000000.0,97553000000.0,-779000000.0,-22396000000.0,-16483000000.0,-24993000000.0,-5859000000.0,-26685000000.0,-141088000000.0
