,Investments,Change To Liabilities,Total Cashflows From Investing Activities,Total Cash From Financing Activities,Change To Operating Activities,Net Income,Change In Cash,Repurchase Of Stock,Effect Of Exchange Rate,Total Cash From Operating Activities,Depreciation,Other Cashflows From Investing Activities,Dividends Paid,Change To Inventory,Change To Account Receivables,Other Cashflows From Financing Activities,Change To Netincome,Capital Expenditures
2020-06-30,17247000000.0,1568000000.0,16778000000.0,-4179000000.0,619000000.0,9005000000.0,17139000000.0,-1000000.0,-1000000.0,4540000000.0,533000000.0,-28000000.0,-4165000000.0,104000000.0,-7190000000.0,-13000000.0,-4299000000.0,-441000000.0
2019-06-30,-4693000000.0,-992000000.0,-5572000000.0,-3312000000.0,1055000000.0,8080000000.0,-4337000000.0,-2000000.0,-3000000.0,4550000000.0,602000000.0,-50000000.0,-3359000000.0,-112000000.0,-4065000000.0,49000000.0,-3903000000.0,-842000000.0
2018-06-30,-1970000000.0,1918000000.0,-2063000000.0,-3147000000.0,-397000000.0,7301000000.0,-3478000000.0,-1000000.0,-2000000.0,1734000000.0,459000000.0,-14000000.0,-3146000000.0,-186000000.0,-7301000000.0,49000000.0,-3531000000.0,-564000000.0
2017-06-30,-3656000000.0,-155000000.0,-3793000000.0,-2606000000.0,1359000000.0,6997000000.0,1091000000.0,-1000000.0,6000000.0,7484000000.0,408000000.0,-44000000.0,-2605000000.0,-52000000.0,-1479000000.0,-1000000.0,-2937000000.0,-183000000.0
