,Investments,Change To Liabilities,Total Cashflows From Investing Activities,Net Borrowings,Total Cash From Financing Activities,Change To Operating Activities,Issuance Of Stock,Net Income,Change In Cash,Repurchase Of Stock,Effect Of Exchange Rate,Total Cash From Operating Activities,Depreciation,Other Cashflows From Investing Activities,Dividends Paid,Change To Inventory,Change To Account Receivables,Other Cashflows From Financing Activities,Change To Netincome,Capital Expenditures
2020-03-31,-76475000000.0,-59392000000.0,-296989000000.0,38704000000.0,80708000000.0,-85790000000.0,96096000000.0,134222000000.0,-52704000000.0,-4000000.0,-7956000000.0,171533000000.0,164158000000.0,25311000000.0,-34139000000.0,-29177000000.0,1109000000.0,-19949000000.0,-65402000000.0,-245825000000.0
2019-03-31,-39214000000.0,-23502000000.0,-250848000000.0,-198747000000.0,-256110000000.0,140425000000.0,96096000000.0,178759000000.0,-127749000000.0,-7000000.0,-4228000000.0,383437000000.0,148926000000.0,39873000000.0,-36340000000.0,-7431000000.0,-60053000000.0,-21016000000.0,-113318000000.0,-251507000000.0
2018-03-31,1336000000.0,35430000000.0,-341585000000.0,-68501000000.0,-113922000000.0,40050000000.0,96096000000.0,215730000000.0,-13185000000.0,-6000000.0,-2848000000.0,445171000000.0,150877000000.0,-137067000000.0,-25146000000.0,-23449000000.0,-41940000000.0,-20269000000.0,-99830000000.0,-205854000000.0
2017-03-31,-59613000000.0,51691000000.0,-288564000000.0,117274000000.0,89505000000.0,20434000000.0,96096000000.0,159956000000.0,163942000000.0,-4000000.0,-3313000000.0,366315000000.0,163397000000.0,-36897000000.0,-15003000000.0,-50386000000.0,-17023000000.0,-12762000000.0,-96998000000.0,-192054000000.0
