,Investments,Change To Liabilities,Total Cashflows From Investing Activities,Net Borrowings,Total Cash From Financing Activities,Change To Operating Activities,Issuance Of Stock,Net Income,Change In Cash,Repurchase Of Stock,Effect Of Exchange Rate,Total Cash From Operating Activities,Depreciation,Other Cashflows From Investing Activities,Dividends Paid,Change To Inventory,Change To Account Receivables,Other Cashflows From Financing Activities,Change To Netincome,Capital Expenditures
2020-12-31,435000000.0,-3302000000.0,-12444000000.0,335000000.0,-9738000000.0,-8373000000.0,234000000.0,11836000000.0,-5556000000.0,-699000000.0,-591000000.0,17218000000.0,14577000000.0,1727000000.0,-3895000000.0,887000000.0,-108000000.0,-5713000000.0,-6146000000.0,-10907000000.0
2019-12-31,5323998669.0,2939999265.0,-12029330326.0,-509333206.0,-12821330128.0,-5310665339.0,325333252.0,11733000000.0,-1641332923.0,-6669331666.0,82666646.0,23125327552.0,14459996385.0,2234666108.0,-5670665249.0,1653332920.0,-4801332133.0,-297333259.0,-12726663485.0,-21698661242.0
2019-03-31,7149000000.0,140000000.0,-8697000000.0,-718000000.0,-4566000000.0,-926000000.0,252000000.0,11844000000.0,6219000000.0,-150000000.0,-840000000.0,20324000000.0,13175000000.0,1655000000.0,-3623000000.0,-3761000000.0,903000000.0,-327000000.0,-8005000000.0,-16890000000.0
2018-03-31,-2417000000.0,4479000000.0,-25044000000.0,-1029000000.0,-4454000000.0,2576000000.0,213000000.0,15216000000.0,2778000000.0,-11000000.0,783000000.0,31493000000.0,13604000000.0,1085000000.0,-3295000000.0,689000000.0,-4096000000.0,-332000000.0,-8232000000.0,-18295000000.0
