,Investments,Change To Liabilities,Total Cashflows From Investing Activities,Net Borrowings,Total Cash From Financing Activities,Change To Operating Activities,Net Income,Change In Cash,Repurchase Of Stock,Effect Of Exchange Rate,Total Cash From Operating Activities,Depreciation,Other Cashflows From Investing Activities,Dividends Paid,Change To Inventory,Change To Account Receivables,Other Cashflows From Financing Activities,Change To Netincome,Capital Expenditures,Issuance Of Stock
2020-04-30,1209000000.0,-4368000000.0,-9217000000.0,-800000000.0,-12905000000.0,-2000000000.0,7793000000.0,1760000000.0,-2000000000.0,-836000000.0,24719000000.0,14865000000.0,-36000000.0,-5180000000.0,-2554000000.0,7187000000.0,-4925000000.0,-2779000000.0,-10348000000.0,
2019-04-30,-747000000.0,-191000000.0,-10635000000.0,-1400000000.0,-15005000000.0,-1632000000.0,14462000000.0,573000000.0,-1870000000.0,86000000.0,26128000000.0,15188000000.0,200000000.0,-5206000000.0,-4700000000.0,1586000000.0,-6530000000.0,-6609000000.0,-10088000000.0,1000000.0
2018-04-30,-327000000.0,-3016000000.0,-11359000000.0,-1853000000.0,-16639000000.0,3949000000.0,12553000000.0,-2824000000.0,-858000000.0,-47000000.0,25322000000.0,15041000000.0,-463000000.0,-5232000000.0,-988000000.0,-3501000000.0,-8696000000.0,-7153000000.0,-10569000000.0,1000000.0
2017-04-30,35000000.0,-1319000000.0,-8243000000.0,8291000000.0,-8012000000.0,3950000000.0,13693000000.0,10942000000.0,-717000000.0,99000000.0,27098000000.0,14234000000.0,27000000.0,-5245000000.0,-2816000000.0,-1104000000.0,-10341000000.0,-6570000000.0,-8294000000.0,1000000.0
