,Investments,Change To Liabilities,Total Cashflows From Investing Activities,Net Borrowings,Total Cash From Financing Activities,Change To Operating Activities,Net Income,Change In Cash,Repurchase Of Stock,Effect Of Exchange Rate,Total Cash From Operating Activities,Depreciation,Other Cashflows From Investing Activities,Dividends Paid,Change To Inventory,Change To Account Receivables,Other Cashflows From Financing Activities,Change To Netincome,Capital Expenditures
2020-03-31,170000000.0,-9500000000.0,-3370000000.0,-2212000000.0,-9684000000.0,784000000.0,3764000000.0,-2480000000.0,-2088000000.0,-28000000.0,10603000000.0,4665000000.0,119000000.0,-4827000000.0,-138000000.0,8044000000.0,-557000000.0,843000000.0,-3429000000.0
2019-03-31,612000000.0,334000000.0,-3078000000.0,-1962000000.0,-9876000000.0,1467000000.0,5485000000.0,-8518000000.0,-2916000000.0,-11000000.0,4447000000.0,4045000000.0,-146000000.0,-4952000000.0,-2513000000.0,-1002000000.0,-46000000.0,-5638000000.0,-4618000000.0
2018-03-31,2110000000.0,7795000000.0,-2915000000.0,-1046000000.0,-5840000000.0,4114000000.0,5403000000.0,7661000000.0,-1000000.0,23000000.0,16394000000.0,4131000000.0,212000000.0,-4952000000.0,-1847000000.0,-4796000000.0,159000000.0,-1258000000.0,-3587000000.0
2017-03-31,119000000.0,-178000000.0,-7147000000.0,67000000.0,-7457000000.0,1759000000.0,3015000000.0,-5190000000.0,-2712000000.0,-73000000.0,9488000000.0,4384000000.0,439000000.0,-5041000000.0,1433000000.0,-2129000000.0,229000000.0,-255000000.0,-4842000000.0
