,Investments,Change To Liabilities,Total Cashflows From Investing Activities,Net Borrowings,Total Cash From Financing Activities,Change To Operating Activities,Issuance Of Stock,Net Income,Change In Cash,Repurchase Of Stock,Effect Of Exchange Rate,Total Cash From Operating Activities,Depreciation,Other Cashflows From Investing Activities,Dividends Paid,Change To Inventory,Change To Account Receivables,Other Cashflows From Financing Activities,Change To Netincome,Capital Expenditures
2020-03-31,369000000.0,-16151000000.0,-65534000000.0,-13214000000.0,-29436000000.0,-7618000000.0,94000000.0,39151000000.0,-4336000000.0,-22000000.0,-301000000.0,90902000000.0,48952000000.0,-194000000.0,-7350000000.0,-1661000000.0,20800000000.0,-8944000000.0,-5197000000.0,-66618000000.0
2019-03-31,3084000000.0,9577000000.0,-58025000000.0,-8120000000.0,-33753000000.0,-2676000000.0,94000000.0,43452000000.0,5107000000.0,-5026000000.0,-543000000.0,97283000000.0,44498000000.0,-402000000.0,-9909000000.0,-4207000000.0,-2728000000.0,-10698000000.0,-6355000000.0,-64662000000.0
2018-03-31,544000000.0,16405000000.0,-48460000000.0,-50586000000.0,-65818000000.0,13251000000.0,1123000000.0,38525000000.0,-6997000000.0,-102000000.0,-459000000.0,107683000000.0,46500000000.0,224000000.0,-7423000000.0,1859000000.0,-21864000000.0,-8830000000.0,-7110000000.0,-52696000000.0
2017-03-31,35337000000.0,1200000000.0,-10394000000.0,-60319000000.0,-81855000000.0,-9991000000.0,1144000000.0,47597000000.0,1901000000.0,-10045000000.0,-1474000000.0,94433000000.0,46977000000.0,684000000.0,-7474000000.0,-267000000.0,-3236000000.0,-5161000000.0,7009000000.0,-50633000000.0
