,Net Income,Change To Liabilities,Investments,Total Cashflows From Investing Activities,Net Borrowings,Total Cash From Financing Activities,Change To Operating Activities,Change In Cash,Repurchase Of Stock,Effect Of Exchange Rate,Total Cash From Operating Activities,Depreciation,Other Cashflows From Investing Activities,Dividends Paid,Change To Inventory,Change To Account Receivables,Other Cashflows From Financing Activities,Change To Netincome,Capital Expenditures
2021-03-31,-27519000000.0,0.0,,,,,,,,,,,,,,,,,
2020-03-31,17875000000.0,-5561000000.0,-3572000000.0,-50570000000.0,-8928000000.0,-15611000000.0,-7275000000.0,-16022000000.0,-10000000.0,1000000.0,50157000000.0,36266000000.0,5227000000.0,-6105000000.0,-1943000000.0,7457000000.0,-568000000.0,-7207000000.0,-61817000000.0
2019-03-31,27213000000.0,237000000.0,-123000000.0,-47608000000.0,-13804000000.0,-20376000000.0,-11848000000.0,-6534000000.0,-12000000.0,830000000.0,60620000000.0,36652000000.0,5132000000.0,-6101000000.0,958000000.0,-4843000000.0,-459000000.0,-678000000.0,-57866000000.0
2018-03-31,23897000000.0,1067000000.0,-1486000000.0,-71267000000.0,23375000000.0,17384000000.0,3651000000.0,8402000000.0,-34000000.0,-427000000.0,62713000000.0,36264000000.0,5161000000.0,-5492000000.0,-3795000000.0,746000000.0,-465000000.0,-10662000000.0,-76528000000.0
