,Investments,Change To Liabilities,Total Cashflows From Investing Activities,Net Borrowings,Total Cash From Financing Activities,Change To Operating Activities,Net Income,Change In Cash,Repurchase Of Stock,Effect Of Exchange Rate,Total Cash From Operating Activities,Depreciation,Other Cashflows From Investing Activities,Dividends Paid,Change To Inventory,Change To Account Receivables,Other Cashflows From Financing Activities,Change To Netincome,Capital Expenditures
2020-03-31,-161000000.0,-3074000000.0,-50425000000.0,-7455000000.0,-17497000000.0,12783000000.0,-2218000000.0,1603000000.0,-4000000.0,-3213000000.0,71370000000.0,43312000000.0,567000000.0,-8650000000.0,3950000000.0,7391000000.0,-1388000000.0,128000000.0,-51145000000.0
2019-03-31,-9790000000.0,-10932000000.0,-79259000000.0,16764000000.0,6633000000.0,4772000000.0,3419000000.0,-8659000000.0,97000000.0,-280000000.0,63854000000.0,46829000000.0,14000000.0,-8648000000.0,2762000000.0,5770000000.0,-1580000000.0,1744000000.0,-68527000000.0
2018-03-31,734000000.0,-4722000000.0,-58681000000.0,-3491000000.0,-13010000000.0,531000000.0,35281000000.0,-1209000000.0,834000000.0,955000000.0,69526000000.0,43970000000.0,-517000000.0,-8648000000.0,-11883000000.0,6248000000.0,-1705000000.0,-17484000000.0,-58293000000.0
2017-03-31,604000000.0,7868000000.0,-62035000000.0,3772000000.0,-7327000000.0,3758000000.0,27328000000.0,-3404000000.0,961000000.0,-2265000000.0,68038000000.0,40391000000.0,540000000.0,-8648000000.0,-584000000.0,-15446000000.0,-3412000000.0,-9773000000.0,-61503000000.0
