,Investments,Change To Liabilities,Total Cashflows From Investing Activities,Net Borrowings,Total Cash From Financing Activities,Change To Operating Activities,Net Income,Change In Cash,Effect Of Exchange Rate,Total Cash From Operating Activities,Depreciation,Other Cashflows From Investing Activities,Dividends Paid,Change To Inventory,Change To Account Receivables,Other Cashflows From Financing Activities,Change To Netincome,Capital Expenditures,Issuance Of Stock
2020-12-31,-8542664531.0,3445332472.0,-59513318455.0,18905328607.0,-9042664406.0,11942663681.0,35637000000.0,12874663448.0,595999851.0,62453317720.0,16743995814.0,-16393329235.0,-7298664842.0,-14601329683.0,-7737331399.0,-20649328171.0,-14287996428.0,-33853324870.0,
2020-03-31,-17474000000.0,-11648000000.0,-38874000000.0,19947000000.0,1142000000.0,4458000000.0,27853000000.0,7463000000.0,-528000000.0,45724000000.0,20531000000.0,3301000000.0,-7297000000.0,-7415000000.0,-1152000000.0,-11508000000.0,-14168000000.0,-21998000000.0,
2019-03-31,-4587000000.0,6330000000.0,-71659000000.0,34158000000.0,11523000000.0,4637000000.0,29160000000.0,-20453000000.0,-1007000000.0,40689000000.0,20114000000.0,621000000.0,-7295000000.0,-21173000000.0,-8694000000.0,-15340000000.0,-17143000000.0,-20204000000.0,
2018-03-31,-24215000000.0,-679000000.0,-46250000000.0,26868000000.0,25156000000.0,1697000000.0,30135000000.0,-7152000000.0,-307000000.0,13732000000.0,19175000000.0,-1952000000.0,-7085000000.0,-38473000000.0,-12017000000.0,-4627000000.0,-14509000000.0,-14827000000.0,10000000000.0
