,Investments,Change To Liabilities,Total Cashflows From Investing Activities,Net Borrowings,Total Cash From Financing Activities,Change To Operating Activities,Net Income,Change In Cash,Repurchase Of Stock,Effect Of Exchange Rate,Total Cash From Operating Activities,Depreciation,Other Cashflows From Investing Activities,Dividends Paid,Change To Inventory,Change To Account Receivables,Other Cashflows From Financing Activities,Change To Netincome,Capital Expenditures
2020-03-31,-2226000000.0,3405000000.0,-40413000000.0,6105000000.0,-10142000000.0,6377000000.0,29316000000.0,3037000000.0,-6000000.0,-3939000000.0,57533000000.0,25191000000.0,7000000.0,-11457000000.0,-951000000.0,-6091000000.0,-4784000000.0,-13048000000.0,-37933000000.0
2019-03-31,-1294000000.0,3683000000.0,-44544000000.0,21817000000.0,13069000000.0,-1230000000.0,19356000000.0,7504000000.0,-8000000.0,-1761000000.0,40740000000.0,20304000000.0,28000000.0,-10414000000.0,-3201000000.0,-84000000.0,1674000000.0,-9898000000.0,-51757000000.0
2018-03-31,-2054000000.0,7287000000.0,-47781000000.0,-16021000000.0,-11126000000.0,-2338000000.0,29104000000.0,-17942000000.0,-8000000.0,-3185000000.0,44890000000.0,17896000000.0,-424000000.0,-9369000000.0,-1178000000.0,-4493000000.0,14272000000.0,-9809000000.0,-48009000000.0
2017-03-31,464000000.0,1879000000.0,-29814000000.0,2839000000.0,-26055000000.0,3196000000.0,23558000000.0,-21126000000.0,-22939000000.0,1360000000.0,33151000000.0,15400000000.0,-905000000.0,-8648000000.0,-1513000000.0,-3745000000.0,2693000000.0,-17583000000.0,-30722000000.0
