,Investments,Change To Liabilities,Total Cashflows From Investing Activities,Net Borrowings,Total Cash From Financing Activities,Change To Operating Activities,Issuance Of Stock,Net Income,Change In Cash,Repurchase Of Stock,Effect Of Exchange Rate,Total Cash From Operating Activities,Depreciation,Other Cashflows From Investing Activities,Dividends Paid,Change To Inventory,Change To Account Receivables,Other Cashflows From Financing Activities,Change To Netincome,Capital Expenditures
2020-03-31,9159000000.0,10215000000.0,-18301000000.0,-9366000000.0,-111410000000.0,33137000000.0,1906000000.0,90380000000.0,-27711000000.0,-59941000000.0,-130000000.0,102129000000.0,15002000000.0,-100000000.0,-43620000000.0,5128000000.0,-43464000000.0,-389000000.0,-50903000000.0,-19130000000.0
2019-03-31,38518000000.0,-5164000000.0,82000000.0,-13316000000.0,-97670000000.0,29049000000.0,2020000000.0,89930000000.0,-26100000000.0,-40934000000.0,-494000000.0,71982000000.0,12512000000.0,-2473000000.0,-45044000000.0,-797000000.0,-44273000000.0,-396000000.0,-51687000000.0,-24835000000.0
2018-03-31,5109000000.0,-328000000.0,-22946000000.0,44926000000.0,-25336000000.0,-10587000000.0,2072000000.0,87829000000.0,13533000000.0,-27992000000.0,-743000000.0,62559000000.0,10417000000.0,3800000000.0,-43964000000.0,-91000000.0,-14962000000.0,-378000000.0,-52834000000.0,-10168000000.0
2017-03-31,-3352000000.0,12412000000.0,-33407000000.0,-17190000000.0,-72286000000.0,25899000000.0,1996000000.0,82168000000.0,17549000000.0,-20242000000.0,-853000000.0,124097000000.0,8042000000.0,37000000.0,-36472000000.0,-2549000000.0,324000000.0,-378000000.0,-44026000000.0,-17955000000.0
