,Investments,Change To Liabilities,Total Cashflows From Investing Activities,Net Borrowings,Total Cash From Financing Activities,Change To Operating Activities,Net Income,Change In Cash,Effect Of Exchange Rate,Total Cash From Operating Activities,Depreciation,Other Cashflows From Investing Activities,Dividends Paid,Change To Inventory,Change To Account Receivables,Other Cashflows From Financing Activities,Change To Netincome,Capital Expenditures
2020-03-31,297000000.0,2401000000.0,-69401000000.0,129168000000.0,115803000000.0,-8889000000.0,18662000000.0,34234000000.0,3293000000.0,-15461000000.0,61283000000.0,1562000000.0,-11710000000.0,-48068000000.0,-46753000000.0,-1655000000.0,-14758000000.0,-71947000000.0
2019-03-31,-36000000.0,6829000000.0,-85344000000.0,-6803000000.0,-19771000000.0,22587000000.0,27453000000.0,3949000000.0,-696000000.0,109762000000.0,59022000000.0,741000000.0,-10868000000.0,-65383000000.0,58985000000.0,-2100000000.0,-10139000000.0,-82836000000.0
2018-03-31,-170000000.0,21569000000.0,-80590000000.0,48032000000.0,37770000000.0,19635000000.0,28915000000.0,13640000000.0,410000000.0,56050000000.0,56137000000.0,-1226000000.0,-8375000000.0,-26443000000.0,-35516000000.0,-1887000000.0,-12331000000.0,-82238000000.0
2017-03-31,633000000.0,20743000000.0,-64879000000.0,3945000000.0,-15850000000.0,56397000000.0,26204000000.0,12889000000.0,543000000.0,93514000000.0,51564000000.0,-1524000000.0,-18351000000.0,7453000000.0,-64605000000.0,-1444000000.0,-16911000000.0,-69341000000.0
