,Investments,Change To Liabilities,Total Cashflows From Investing Activities,Net Borrowings,Total Cash From Financing Activities,Change To Operating Activities,Net Income,Change In Cash,Effect Of Exchange Rate,Total Cash From Operating Activities,Depreciation,Other Cashflows From Investing Activities,Dividends Paid,Change To Inventory,Change To Account Receivables,Other Cashflows From Financing Activities,Change To Netincome,Capital Expenditures,Repurchase Of Stock
2020-03-31,-898000000.0,-7287000000.0,-4607000000.0,-55000000.0,-3054000000.0,-267000000.0,9854000000.0,1215000000.0,-339000000.0,9217000000.0,3745000000.0,-123000000.0,-2980000000.0,-982000000.0,6925000000.0,-19000000.0,-6897000000.0,-3106000000.0,
2019-03-31,120000000.0,1963000000.0,-3258000000.0,-75000000.0,-3074000000.0,44000000.0,11191000000.0,3412000000.0,-74000000.0,9819000000.0,3692000000.0,-133000000.0,-2983000000.0,-5602000000.0,-2114000000.0,-15000000.0,-3683000000.0,-2794000000.0,-1000000.0
2018-03-31,73000000.0,-1283000000.0,-3346000000.0,-142000000.0,-4628000000.0,2167000000.0,9154000000.0,2724000000.0,-144000000.0,10843000000.0,3486000000.0,-265000000.0,-2996000000.0,-496000000.0,-3017000000.0,-19000000.0,-3968000000.0,-2901000000.0,-1471000000.0
2017-03-31,695000000.0,2137000000.0,-6344000000.0,-501000000.0,-3517000000.0,1665000000.0,9149000000.0,1277000000.0,-217000000.0,11356000000.0,3564000000.0,-236000000.0,-2997000000.0,-3170000000.0,-1985000000.0,-18000000.0,-4706000000.0,-6304000000.0,-1000000.0
