,Investments,Change To Liabilities,Total Cashflows From Investing Activities,Net Borrowings,Total Cash From Financing Activities,Change To Operating Activities,Issuance Of Stock,Net Income,Change In Cash,Repurchase Of Stock,Effect Of Exchange Rate,Total Cash From Operating Activities,Depreciation,Other Cashflows From Investing Activities,Dividends Paid,Change To Inventory,Change To Account Receivables,Other Cashflows From Financing Activities,Change To Netincome,Capital Expenditures
2020-03-31,187000000.0,-3156000000.0,-96655000000.0,30407000000.0,-3025000000.0,607000000.0,1097000000.0,4670000000.0,1787000000.0,-17378000000.0,10000000.0,101458000000.0,57710000000.0,10572000000.0,-10367000000.0,7952000000.0,6060000000.0,-6784000000.0,13512000000.0,-107951000000.0
2019-03-31,831000000.0,1528000000.0,-73069000000.0,4849000000.0,-17898000000.0,5997000000.0,614000000.0,45457000000.0,-3359000000.0,-9999000000.0,-496000000.0,88104000000.0,53997000000.0,10415000000.0,-7229000000.0,-4987000000.0,-19676000000.0,-6133000000.0,-9131000000.0,-78559000000.0
2018-03-31,-982000000.0,-2791000000.0,-88083000000.0,3026000000.0,-13549000000.0,6516000000.0,591000000.0,42908000000.0,2076000000.0,-9999000000.0,-63000000.0,103772000000.0,51000000000.0,8240000000.0,-8481000000.0,683000000.0,6061000000.0,-8685000000.0,-8648000000.0,-91524000000.0
2017-03-31,-6913000000.0,363000000.0,-133931000000.0,67187000000.0,48162000000.0,3197000000.0,581000000.0,47564000000.0,6466000000.0,-10000000000.0,-183000000.0,92418000000.0,45658000000.0,6024000000.0,-6388000000.0,-1064000000.0,1713000000.0,-3218000000.0,-15982000000.0,-135318000000.0
