,Investments,Change To Liabilities,Total Cashflows From Investing Activities,Net Borrowings,Total Cash From Financing Activities,Change To Operating Activities,Issuance Of Stock,Net Income,Change In Cash,Repurchase Of Stock,Effect Of Exchange Rate,Total Cash From Operating Activities,Depreciation,Other Cashflows From Investing Activities,Dividends Paid,Change To Inventory,Change To Account Receivables,Other Cashflows From Financing Activities,Change To Netincome,Capital Expenditures
2020-03-31,124000000.0,-2020000000.0,-20690000000.0,-1533000000.0,-10245000000.0,6161000000.0,4000000.0,13674000000.0,1335000000.0,-1381000000.0,-1059000000.0,33119000000.0,19011000000.0,-332000000.0,-4083000000.0,672000000.0,-3898000000.0,-3252000000.0,-10118000000.0,-19931000000.0
2019-03-31,745000000.0,-1638000000.0,-17570000000.0,-5561000000.0,-11706000000.0,-1936000000.0,3000000.0,13524000000.0,3631000000.0,-931000000.0,297000000.0,31493000000.0,19325000000.0,-350000000.0,-4112000000.0,-1670000000.0,4122000000.0,-1105000000.0,-11934000000.0,-19852000000.0
2018-03-31,-3310000000.0,3096000000.0,-20810000000.0,99000000.0,-6702000000.0,-3059000000.0,119000000.0,11449000000.0,-4896000000.0,-1127000000.0,683000000.0,21934000000.0,19368000000.0,-482000000.0,-4129000000.0,-5693000000.0,-6708000000.0,-1664000000.0,-5838000000.0,-18276000000.0
2017-03-31,-1624000000.0,1607000000.0,-32912000000.0,3117000000.0,-3715000000.0,358000000.0,119000000.0,12229000000.0,-3114000000.0,-8000000.0,-1332000000.0,34846000000.0,16955000000.0,141000000.0,-4127000000.0,-2817000000.0,1523000000.0,-2697000000.0,-4303000000.0,-18375000000.0
