,Investments,Change To Liabilities,Total Cashflows From Investing Activities,Net Borrowings,Total Cash From Financing Activities,Change To Operating Activities,Net Income,Change In Cash,Effect Of Exchange Rate,Total Cash From Operating Activities,Depreciation,Other Cashflows From Investing Activities,Dividends Paid,Change To Inventory,Change To Account Receivables,Other Cashflows From Financing Activities,Change To Netincome,Capital Expenditures
2020-03-31,8941000000.0,-2999000000.0,-2972000000.0,-370000000.0,-9224000000.0,10434000000.0,14086000000.0,19693000000.0,-658000000.0,32547000000.0,12574000000.0,-1782000000.0,-4307000000.0,11098000000.0,-6629000000.0,-4547000000.0,-11582000000.0,-11840000000.0
2019-03-31,670000000.0,-418000000.0,-12099000000.0,-3997000000.0,-12971000000.0,-2945000000.0,8405000000.0,-18657000000.0,48000000.0,6364000000.0,12367000000.0,-1561000000.0,-2601000000.0,-4529000000.0,-6823000000.0,-6373000000.0,-2306000000.0,-9486000000.0
2018-03-31,670000000.0,7248000000.0,-10485000000.0,-4492000000.0,-11512000000.0,-17151000000.0,5891000000.0,-6498000000.0,-79000000.0,15578000000.0,12978000000.0,-592000000.0,-4322000000.0,3296000000.0,5576000000.0,-2698000000.0,-4497000000.0,-6801000000.0
2017-03-31,3081000000.0,-4724000000.0,7588000000.0,-35778000000.0,-43985000000.0,-13739000000.0,4691000000.0,5658000000.0,-117000000.0,41967000000.0,13991000000.0,-1504000000.0,-4317000000.0,15515000000.0,30440000000.0,-3890000000.0,-13188000000.0,-8773000000.0
