,Investments,Change To Liabilities,Total Cashflows From Investing Activities,Net Borrowings,Total Cash From Financing Activities,Change To Operating Activities,Net Income,Change In Cash,Effect Of Exchange Rate,Total Cash From Operating Activities,Depreciation,Other Cashflows From Investing Activities,Dividends Paid,Change To Inventory,Change To Account Receivables,Other Cashflows From Financing Activities,Change To Netincome,Capital Expenditures,Repurchase Of Stock
2021-03-31,-1019000000.0,6187000000.0,-49949000000.0,2512000000.0,-13065000000.0,2405000000.0,35205000000.0,6073000000.0,1840000000.0,67247000000.0,37812000000.0,33000000.0,-7117000000.0,-6410000000.0,-2707000000.0,-8460000000.0,-7341000000.0,-49595000000.0,
2020-03-31,2684000000.0,-18937000000.0,-54174000000.0,24789000000.0,12525000000.0,18386000000.0,11226000000.0,20618000000.0,-2979000000.0,65247000000.0,37498000000.0,129000000.0,-7766000000.0,-4943000000.0,28965000000.0,-4498000000.0,-11828000000.0,-46385000000.0,
2019-03-31,-7376000000.0,5008000000.0,-55491000000.0,15678000000.0,7749000000.0,-522000000.0,23309000000.0,9320000000.0,-401000000.0,57463000000.0,33789000000.0,37000000.0,-7503000000.0,719000000.0,-7351000000.0,-425000000.0,-11536000000.0,-49479000000.0,-1000000.0
2018-03-31,19727000000.0,4202000000.0,-39201000000.0,20442000000.0,6541000000.0,-5518000000.0,21175000000.0,28073000000.0,-65000000.0,60848000000.0,44136000000.0,31000000.0,-7248000000.0,2113000000.0,-9509000000.0,-6652000000.0,-10351000000.0,-60914000000.0,-1000000.0
