,Investments,Change To Liabilities,Total Cashflows From Investing Activities,Net Borrowings,Total Cash From Financing Activities,Change To Operating Activities,Net Income,Change In Cash,Effect Of Exchange Rate,Total Cash From Operating Activities,Depreciation,Other Cashflows From Investing Activities,Dividends Paid,Change To Inventory,Change To Account Receivables,Other Cashflows From Financing Activities,Change To Netincome,Capital Expenditures
2021-03-31,-30233000000.0,99098000000.0,-231488000000.0,58687000000.0,29193000000.0,27826000000.0,79340000000.0,47670000000.0,27151000000.0,222814000000.0,140285000000.0,497000000.0,-22738000000.0,-38603000000.0,-96966000000.0,-6756000000.0,11834000000.0,-212355000000.0
2020-03-31,4891000000.0,41076000000.0,-41964000000.0,-95293000000.0,-121769000000.0,13649000000.0,57780000000.0,43542000000.0,-15115000000.0,222390000000.0,124984000000.0,-621000000.0,-21469000000.0,-20357000000.0,-13198000000.0,-5007000000.0,19079000000.0,-173429000000.0
2019-03-31,4248000000.0,-10853000000.0,-140179000000.0,32060000000.0,9435000000.0,-9233000000.0,82205000000.0,9551000000.0,21000000.0,140274000000.0,106631000000.0,10618000000.0,-18948000000.0,-22952000000.0,-3388000000.0,-3677000000.0,-2481000000.0,-173592000000.0
2018-03-31,35360000000.0,55891000000.0,-246099000000.0,134300000000.0,110088000000.0,-18347000000.0,63463000000.0,-50764000000.0,-6063000000.0,91310000000.0,92171000000.0,29569000000.0,-15138000000.0,-49731000000.0,-51961000000.0,-9074000000.0,-690000000.0,-178612000000.0
