,Investments,Change To Liabilities,Total Cashflows From Investing Activities,Net Borrowings,Total Cash From Financing Activities,Change To Operating Activities,Issuance Of Stock,Net Income,Change In Cash,Repurchase Of Stock,Effect Of Exchange Rate,Total Cash From Operating Activities,Depreciation,Other Cashflows From Investing Activities,Dividends Paid,Other Cashflows From Financing Activities,Change To Netincome,Capital Expenditures
2020-03-31,-1424482000000.0,0.0,-18085443000000.0,18037980000000.0,23782518000000.0,1666082000000.0,1235000000.0,305955000000.0,3978523000000.0,-50028000000.0,-362652000000.0,-1355900000000.0,350817000000.0,-68611000000.0,-303728000000.0,6097059000000.0,1223738000000.0,-123804000000.0
2019-03-31,-5227190000000.0,0.0,-4632028000000.0,-287942000000.0,3063331000000.0,1143971000000.0,2322000000.0,718645000000.0,-1296388000000.0,-159962000000.0,43975000000.0,228334000000.0,333950000000.0,-49590000000.0,-275581000000.0,3784494000000.0,726803000000.0,-126479000000.0
2018-03-31,-437249000000.0,0.0,3244016000000.0,4241555000000.0,9362206000000.0,-6652846000000.0,1316000000.0,1228160000000.0,11854237000000.0,-201102000000.0,-188149000000.0,-563836000000.0,330556000000.0,-72765000000.0,-240514000000.0,5560951000000.0,-1123610000000.0,-159003000000.0
2017-03-31,9546606000000.0,-20476000000.0,4840400000000.0,-1391272000000.0,9145300000000.0,95748000000.0,256000000.0,202680000000.0,14341336000000.0,-217803000000.0,-334793000000.0,690429000000.0,327716000000.0,-151078000000.0,-246345000000.0,11000464000000.0,73452000000.0,-116786000000.0
