,Investments,Change To Liabilities,Total Cashflows From Investing Activities,Net Borrowings,Total Cash From Financing Activities,Change To Operating Activities,Net Income,Change In Cash,Repurchase Of Stock,Effect Of Exchange Rate,Total Cash From Operating Activities,Depreciation,Other Cashflows From Investing Activities,Dividends Paid,Change To Inventory,Change To Account Receivables,Other Cashflows From Financing Activities,Change To Netincome,Capital Expenditures
2020-03-31,2546000000.0,-5971000000.0,-37812000000.0,-808000000.0,-6569000000.0,2031000000.0,17395000000.0,11229000000.0,-1000000.0,114000000.0,55113000000.0,19773000000.0,5854000000.0,-5408000000.0,4361000000.0,8553000000.0,-352000000.0,-2396000000.0,-35241000000.0
2019-03-31,-1796000000.0,5369000000.0,-51025000000.0,21932000000.0,15944000000.0,6947000000.0,14986000000.0,2528000000.0,-1000000.0,-58000000.0,37555000000.0,19137000000.0,-54000000.0,-5408000000.0,-13471000000.0,2435000000.0,-579000000.0,-6361000000.0,-23395000000.0
2018-03-31,28000000.0,2278000000.0,-34010000000.0,30372000000.0,24087000000.0,233000000.0,24693000000.0,1345000000.0,-5000000.0,-115000000.0,11125000000.0,17740000000.0,139000000.0,-5409000000.0,-23936000000.0,-7308000000.0,-871000000.0,-12856000000.0,-23680000000.0
2017-03-31,658000000.0,6222000000.0,-25954000000.0,-1000000000.0,-7155000000.0,7155000000.0,26169000000.0,-3775000000.0,-2000000.0,-54000000.0,29389000000.0,16297000000.0,796000000.0,-5408000000.0,-12730000000.0,-18222000000.0,-745000000.0,-6068000000.0,-25264000000.0
