,Investments,Change To Liabilities,Total Cashflows From Investing Activities,Net Borrowings,Total Cash From Financing Activities,Change To Operating Activities,Issuance Of Stock,Net Income,Change In Cash,Repurchase Of Stock,Effect Of Exchange Rate,Total Cash From Operating Activities,Depreciation,Other Cashflows From Investing Activities,Dividends Paid,Change To Inventory,Change To Account Receivables,Other Cashflows From Financing Activities,Change To Netincome,Capital Expenditures
2020-03-31,854000000.0,-491000000.0,-3457000000.0,60000000.0,-2873000000.0,-50000000.0,3000000.0,5966000000.0,-32000000.0,-3000000.0,-14000000.0,6312000000.0,986000000.0,-2000000.0,-2880000000.0,398000000.0,-623000000.0,-53000000.0,-2654000000.0,-3612000000.0
2019-03-31,787000000.0,540000000.0,-448000000.0,-1015000000.0,-5051000000.0,221000000.0,2000000.0,5264000000.0,265000000.0,-2000000.0,-25000000.0,5791000000.0,952000000.0,-72000000.0,-2581000000.0,-468000000.0,-1002000000.0,-1455000000.0,-2203000000.0,-660000000.0
2018-03-31,2925000000.0,797000000.0,3354000000.0,-440000000.0,-4626000000.0,252000000.0,224000000.0,4684000000.0,1769000000.0,-2224000000.0,3000000.0,3037000000.0,870000000.0,-33000000.0,-2133000000.0,-861000000.0,-2414000000.0,-53000000.0,-2450000000.0,-585000000.0
2017-03-31,-774000000.0,437000000.0,-1923000000.0,-940000000.0,-3548000000.0,356000000.0,224000000.0,4212000000.0,-756000000.0,-586000000.0,-16000000.0,4731000000.0,1012000000.0,-90000000.0,-1985000000.0,-296000000.0,-804000000.0,-37000000.0,-2123000000.0,-782000000.0
