,Investments,Change To Liabilities,Total Cashflows From Investing Activities,Net Borrowings,Total Cash From Financing Activities,Change To Operating Activities,Net Income,Change In Cash,Effect Of Exchange Rate,Total Cash From Operating Activities,Depreciation,Other Cashflows From Investing Activities,Dividends Paid,Change To Inventory,Change To Account Receivables,Other Cashflows From Financing Activities,Change To Netincome,Capital Expenditures
2021-03-31,569000000.0,-19237000000.0,-32281000000.0,-22946000000.0,-46011000000.0,2971000000.0,10340000000.0,18165000000.0,5118000000.0,91339000000.0,50177000000.0,-3000000.0,-7273000000.0,25501000000.0,23301000000.0,-15792000000.0,-6001000000.0,-28311000000.0
2020-03-31,1635000000.0,-32769000000.0,-34749000000.0,49076000000.0,10993000000.0,-23895000000.0,41171000000.0,-5182000000.0,-4108000000.0,22682000000.0,46147000000.0,-12000000.0,-19764000000.0,107000000.0,9859000000.0,-18319000000.0,-21535000000.0,-32044000000.0
2019-03-31,-997000000.0,-18583000000.0,-30339000000.0,74817000000.0,43928000000.0,15934000000.0,68542000000.0,-14582000000.0,-2478000000.0,-25693000000.0,36954000000.0,-176000000.0,-19562000000.0,-76497000000.0,-26216000000.0,-11327000000.0,-31471000000.0,-26231000000.0
2018-03-31,-20947000000.0,53337000000.0,-37562000000.0,-14322000000.0,-30483000000.0,8475000000.0,60004000000.0,16474000000.0,-9000000.0,84528000000.0,37832000000.0,45000000.0,-9361000000.0,-24664000000.0,-41754000000.0,-6800000000.0,-17920000000.0,-16887000000.0
