,Investments,Change To Liabilities,Total Cashflows From Investing Activities,Net Borrowings,Total Cash From Financing Activities,Change To Operating Activities,Net Income,Change In Cash,Effect Of Exchange Rate,Total Cash From Operating Activities,Depreciation,Other Cashflows From Investing Activities,Dividends Paid,Change To Inventory,Change To Account Receivables,Other Cashflows From Financing Activities,Change To Netincome,Capital Expenditures,Issuance Of Stock
2020-03-31,768000000.0,-900000000.0,-9405000000.0,1669000000.0,-1603000000.0,-493000000.0,15410000000.0,7319000000.0,-781000000.0,19040000000.0,6937000000.0,112000000.0,-3078000000.0,892000000.0,-4304000000.0,-194000000.0,-4822000000.0,-5586000000.0,
2019-03-31,-3123000000.0,-984000000.0,-10245000000.0,-636000000.0,-3386000000.0,1171000000.0,9799000000.0,7281000000.0,-832000000.0,21745000000.0,6404000000.0,149000000.0,-2506000000.0,-4359000000.0,5342000000.0,-244000000.0,-2129000000.0,-6416000000.0,
2018-03-31,-5236000000.0,3094000000.0,-11014000000.0,737000000.0,-1823000000.0,1701000000.0,9289000000.0,6596000000.0,-191000000.0,19154000000.0,5914000000.0,12000000.0,-2506000000.0,-2186000000.0,-2818000000.0,-57000000.0,-3371000000.0,-5000000000.0,3000000.0
2017-03-31,-5099000000.0,165000000.0,-9511000000.0,-305000000.0,-2335000000.0,-1796000000.0,10011000000.0,969000000.0,-633000000.0,13428000000.0,5923000000.0,207000000.0,-2278000000.0,-827000000.0,1274000000.0,-20000000.0,-6063000000.0,-3777000000.0,268000000.0
