,Investments,Change To Liabilities,Total Cashflows From Investing Activities,Net Borrowings,Total Cash From Financing Activities,Change To Operating Activities,Net Income,Change In Cash,Effect Of Exchange Rate,Total Cash From Operating Activities,Depreciation,Other Cashflows From Investing Activities,Dividends Paid,Change To Inventory,Change To Account Receivables,Other Cashflows From Financing Activities,Change To Netincome,Capital Expenditures,Repurchase Of Stock
2020-09-30,1967000000.0,-811000000.0,-16215000000.0,-106000000.0,-6508000000.0,-2156000000.0,16523000000.0,252000000.0,-344000000.0,23321000000.0,12691000000.0,-67000000.0,-6209000000.0,-5905000000.0,3169000000.0,-193000000.0,-5926000000.0,-17412000000.0,
2019-09-30,-969000000.0,2274000000.0,-16086000000.0,-352000000.0,-6681000000.0,1478000000.0,19918000000.0,6697000000.0,-1410000000.0,30875000000.0,12060000000.0,-107000000.0,-6210000000.0,-3969000000.0,-721000000.0,-119000000.0,-6467000000.0,-13984000000.0,
2018-09-30,7876000000.0,-2665000000.0,-8880000000.0,-778000000.0,-16323000000.0,371000000.0,21222000000.0,-1561000000.0,61000000.0,23579000000.0,11335000000.0,308000000.0,-5304000000.0,-2749000000.0,-2324000000.0,-138000000.0,-7966000000.0,-12755000000.0,-10103000000.0
2017-09-30,1590000000.0,-994000000.0,-13198000000.0,-215000000.0,-5707000000.0,2501000000.0,17777000000.0,9790000000.0,2541000000.0,26154000000.0,10043000000.0,-305000000.0,-5359000000.0,-563000000.0,-4106000000.0,-133000000.0,-4297000000.0,-13773000000.0,-10103000000.0
