,Investments,Change To Liabilities,Total Cashflows From Investing Activities,Net Borrowings,Total Cash From Financing Activities,Change To Operating Activities,Net Income,Change In Cash,Effect Of Exchange Rate,Total Cash From Operating Activities,Depreciation,Other Cashflows From Investing Activities,Dividends Paid,Change To Inventory,Change To Account Receivables,Other Cashflows From Financing Activities,Change To Netincome,Capital Expenditures,Repurchase Of Stock
2021-02-28,-2123000000.0,-2275000000.0,-27034000000.0,14146000000.0,2303000000.0,31824000000.0,-33970000000.0,16909000000.0,-2080000000.0,43720000000.0,28116000000.0,-1230000000.0,-4001000000.0,1998000000.0,15151000000.0,-7842000000.0,744000000.0,-23421000000.0,
2020-02-29,-3639000000.0,-6055000000.0,-23434000000.0,-1698000000.0,-23483000000.0,5125000000.0,16028000000.0,-6281000000.0,28000000.0,40608000000.0,31350000000.0,597000000.0,-4145000000.0,-397000000.0,-445000000.0,-7824000000.0,-13927000000.0,-44540000000.0,-9816000000.0
2019-02-28,7189000000.0,6516000000.0,-85815000000.0,20280000000.0,17226000000.0,2427000000.0,16443000000.0,-428000000.0,-2226000000.0,67913000000.0,20041000000.0,-159000000.0,-4193000000.0,-829000000.0,24178000000.0,1147000000.0,-8896000000.0,-93130000000.0,-8000000.0
2018-02-28,7684000000.0,976000000.0,-62286000000.0,19097000000.0,14185000000.0,8686000000.0,23658000000.0,-8645000000.0,2193000000.0,36870000000.0,19153000000.0,-553000000.0,-4193000000.0,347000000.0,-17502000000.0,-710000000.0,-9799000000.0,-69437000000.0,-9000000.0
