,Investments,Change To Liabilities,Total Cashflows From Investing Activities,Net Borrowings,Total Cash From Financing Activities,Change To Operating Activities,Net Income,Change In Cash,Effect Of Exchange Rate,Total Cash From Operating Activities,Depreciation,Other Cashflows From Investing Activities,Dividends Paid,Change To Inventory,Change To Account Receivables,Other Cashflows From Financing Activities,Change To Netincome,Capital Expenditures,Issuance Of Stock
2020-12-31,2779000000.0,-2716000000.0,-27856000000.0,-4816000000.0,-12638000000.0,9970000000.0,11682000000.0,12223000000.0,-1077000000.0,53796000000.0,21005000000.0,-470000000.0,-6920000000.0,18251000000.0,651000000.0,-902000000.0,-9065000000.0,-22302000000.0,
2019-12-31,6312000000.0,-25365000000.0,-38271000000.0,-19458000000.0,20732000000.0,6816000000.0,24482000000.0,-6387000000.0,-78000000.0,11229000000.0,25162000000.0,-123000000.0,-6248000000.0,-2151000000.0,5583000000.0,-4003000000.0,-32871000000.0,-43145000000.0,50441000000.0
2018-12-31,525000000.0,-774000000.0,-28428000000.0,19088000000.0,12829000000.0,22406000000.0,10553000000.0,2580000000.0,-884000000.0,19063000000.0,25795000000.0,-524000000.0,-5714000000.0,-7221000000.0,-4165000000.0,-545000000.0,-34045000000.0,-27360000000.0,50441000000.0
2017-12-31,204000000.0,1950000000.0,-10633000000.0,-7897000000.0,-13513000000.0,17356000000.0,15476000000.0,-9752000000.0,963000000.0,13430000000.0,25538000000.0,7631000000.0,-5714000000.0,-6836000000.0,-1115000000.0,98000000.0,-44995000000.0,-20888000000.0,50441000000.0
