,Investments,Change To Liabilities,Total Cashflows From Investing Activities,Net Borrowings,Total Cash From Financing Activities,Change To Operating Activities,Net Income,Change In Cash,Repurchase Of Stock,Effect Of Exchange Rate,Total Cash From Operating Activities,Depreciation,Other Cashflows From Investing Activities,Dividends Paid,Change To Inventory,Change To Account Receivables,Other Cashflows From Financing Activities,Change To Netincome,Capital Expenditures
2021-03-31,4766000000.0,-18215000000.0,-71561000000.0,-140091000000.0,-219626000000.0,-48874000000.0,202700000000.0,28797000000.0,-20141000000.0,12037000000.0,307947000000.0,175828000000.0,-2488000000.0,-40052000000.0,3511000000.0,27804000000.0,-19342000000.0,-34807000000.0,-128771000000.0
2020-03-31,19133000000.0,-41348000000.0,-114206000000.0,-61657000000.0,-193164000000.0,-11694000000.0,160042000000.0,36294000000.0,-30101000000.0,-3599000000.0,347263000000.0,214037000000.0,-42754000000.0,-32429000000.0,-19076000000.0,10867000000.0,-68977000000.0,-34087000000.0,-132970000000.0
2019-03-31,77941000000.0,-10424000000.0,4142000000.0,-79835000000.0,-136622000000.0,8148000000.0,104562000000.0,-35929000000.0,-22327000000.0,-2865000000.0,99416000000.0,158106000000.0,3116000000.0,-26660000000.0,-20481000000.0,-79082000000.0,-7800000000.0,-118636000000.0,-120637000000.0
2018-03-31,41883000000.0,14221000000.0,-22578000000.0,-73904000000.0,-112496000000.0,-29005000000.0,169340000000.0,68702000000.0,-106000000.0,3361000000.0,200415000000.0,169749000000.0,-3990000000.0,-20504000000.0,-10593000000.0,-36430000000.0,-17982000000.0,-150015000000.0,-135005000000.0
