,Investments,Change To Liabilities,Total Cashflows From Investing Activities,Net Borrowings,Total Cash From Financing Activities,Change To Operating Activities,Net Income,Change In Cash,Effect Of Exchange Rate,Total Cash From Operating Activities,Depreciation,Other Cashflows From Investing Activities,Dividends Paid,Change To Inventory,Change To Account Receivables,Other Cashflows From Financing Activities,Change To Netincome,Capital Expenditures
2020-03-31,-52000000.0,-14922000000.0,-47318000000.0,-22900000000.0,-49397000000.0,42488000000.0,113093000000.0,141245000000.0,332000000.0,237628000000.0,19880000000.0,-2000000.0,-24413000000.0,-3742000000.0,84441000000.0,-2084000000.0,-53020000000.0,-47471000000.0
2019-03-31,-9314000000.0,15550000000.0,-45302000000.0,-3763000000.0,-24823000000.0,-15709000000.0,113155000000.0,-27083000000.0,-1162000000.0,44203000000.0,17672000000.0,-2000000.0,-20105000000.0,15638000000.0,-97996000000.0,-955000000.0,-55587000000.0,-36552000000.0
2018-03-31,-4099000000.0,24054000000.0,-71289000000.0,-5090000000.0,-54548000000.0,34608000000.0,92662000000.0,-9412000000.0,2391000000.0,114034000000.0,14659000000.0,-2000000.0,-23696000000.0,-8473000000.0,-36264000000.0,-25762000000.0,-51759000000.0,-71965000000.0
2017-03-31,-828000000.0,29433000000.0,-37884000000.0,-72078000000.0,-89165000000.0,20404000000.0,94501000000.0,29392000000.0,-2449000000.0,158892000000.0,14981000000.0,-362000000.0,-15797000000.0,573000000.0,-20740000000.0,-1290000000.0,-28749000000.0,-39755000000.0
