,Investments,Change To Liabilities,Total Cashflows From Investing Activities,Net Borrowings,Total Cash From Financing Activities,Change To Operating Activities,Net Income,Change In Cash,Repurchase Of Stock,Effect Of Exchange Rate,Total Cash From Operating Activities,Depreciation,Other Cashflows From Investing Activities,Dividends Paid,Change To Inventory,Change To Account Receivables,Other Cashflows From Financing Activities,Change To Netincome,Capital Expenditures,Issuance Of Stock
2021-03-31,-17624000000.0,-9584000000.0,-250719000000.0,4483000000.0,-91123000000.0,-1618000000.0,293732000000.0,56471000000.0,-10657000000.0,-2861000000.0,401176000000.0,143807000000.0,4277000000.0,-91420000000.0,-3898000000.0,-22016000000.0,6471000000.0,753000000.0,-236195000000.0,
2020-03-31,-122503000000.0,-3892000000.0,-394547000000.0,8906000000.0,-94055000000.0,1869000000.0,314027000000.0,-83220000000.0,-10566000000.0,-7001000000.0,412384000000.0,131172000000.0,-1256000000.0,-87410000000.0,-36910000000.0,11215000000.0,-6383000000.0,-117087000000.0,-268365000000.0,1398000000.0
2019-03-31,51817000000.0,3270000000.0,-181553000000.0,-474000000.0,-164538000000.0,23174000000.0,309125000000.0,47895000000.0,-89475000000.0,-7917000000.0,400687000000.0,137570000000.0,-6044000000.0,-74655000000.0,-49109000000.0,-8697000000.0,-507000000.0,-120832000000.0,-226768000000.0,573000000.0
2018-03-31,-69579000000.0,12017000000.0,-237602000000.0,1106000000.0,-50006000000.0,600000000.0,266235000000.0,47143000000.0,-30000000.0,1952000000.0,332776000000.0,112016000000.0,-7187000000.0,-53301000000.0,-13595000000.0,-42287000000.0,825000000.0,-76283000000.0,-162311000000.0,1394000000.0
