,Investments,Change To Liabilities,Total Cashflows From Investing Activities,Net Borrowings,Total Cash From Financing Activities,Change To Operating Activities,Net Income,Change In Cash,Effect Of Exchange Rate,Total Cash From Operating Activities,Depreciation,Other Cashflows From Investing Activities,Dividends Paid,Change To Inventory,Change To Account Receivables,Other Cashflows From Financing Activities,Change To Netincome,Capital Expenditures
2020-03-31,2959000000.0,-4049000000.0,-18302000000.0,-14151000000.0,-20674000000.0,-2863000000.0,16375000000.0,-2629000000.0,-829000000.0,37058000000.0,17936000000.0,-941000000.0,-4469000000.0,4032000000.0,2877000000.0,-2054000000.0,-4154000000.0,-19701000000.0
2019-03-31,4208000000.0,-887000000.0,-79104000000.0,75435000000.0,65487000000.0,-37000000.0,11582000000.0,8208000000.0,-811000000.0,22637000000.0,11989000000.0,-53000000.0,-4297000000.0,-1298000000.0,1062000000.0,-5651000000.0,-4730000000.0,-15101000000.0
2018-03-31,1737000000.0,1983000000.0,-14510000000.0,-9190000000.0,-13452000000.0,1685000000.0,13742000000.0,317000000.0,-122000000.0,28206000000.0,10900000000.0,-1545000000.0,-3868000000.0,4377000000.0,-5006000000.0,-394000000.0,-4566000000.0,-13919000000.0
2017-03-31,1792000000.0,-1649000000.0,-13760000000.0,3750000000.0,-5662000000.0,1402000000.0,12105000000.0,-4016000000.0,-601000000.0,16521000000.0,10431000000.0,-1718000000.0,-3438000000.0,-3082000000.0,-2899000000.0,-5974000000.0,-5785000000.0,-15097000000.0
