,Investments,Change To Liabilities,Total Cashflows From Investing Activities,Net Borrowings,Total Cash From Financing Activities,Change To Operating Activities,Net Income,Change In Cash,Repurchase Of Stock,Effect Of Exchange Rate,Total Cash From Operating Activities,Depreciation,Other Cashflows From Investing Activities,Dividends Paid,Change To Inventory,Change To Account Receivables,Other Cashflows From Financing Activities,Change To Netincome,Capital Expenditures,Issuance Of Stock
2020-03-31,-49000000.0,-335000000.0,-11309000000.0,10205000000.0,6292000000.0,-486000000.0,9985000000.0,9355000000.0,-1000000.0,-8000000.0,14380000000.0,3307000000.0,-129000000.0,-3834000000.0,-732000000.0,3462000000.0,-78000000.0,-5023000000.0,-10533000000.0,
2019-03-31,-49000000.0,230000000.0,-3160000000.0,10205000000.0,-23559000000.0,-98000000.0,8649000000.0,-18006000000.0,-20004000000.0,-17000000.0,8731000000.0,3057000000.0,171000000.0,-3749000000.0,-3165000000.0,-1793000000.0,-83000000.0,-1849000000.0,-2916000000.0,277000000.0
2018-03-31,-49000000.0,721000000.0,-2392000000.0,10205000000.0,-3126000000.0,2379000000.0,6191000000.0,5031000000.0,-5000000.0,18000000.0,10531000000.0,2826000000.0,77000000.0,-3661000000.0,-694000000.0,-2699000000.0,-90000000.0,-442000000.0,-1489000000.0,630000000.0
2017-03-31,9785000000.0,-239000000.0,5976000000.0,10205000000.0,-2552000000.0,-9000000.0,5146000000.0,5568000000.0,-1000000.0,-47000000.0,2192000000.0,3185000000.0,8000000.0,-2884000000.0,-270000000.0,-1122000000.0,-99000000.0,-5179000000.0,-3586000000.0,432000000.0
