,Investments,Change To Liabilities,Total Cashflows From Investing Activities,Net Borrowings,Total Cash From Financing Activities,Change To Operating Activities,Net Income,Change In Cash,Repurchase Of Stock,Effect Of Exchange Rate,Total Cash From Operating Activities,Depreciation,Other Cashflows From Investing Activities,Dividends Paid,Change To Inventory,Change To Account Receivables,Other Cashflows From Financing Activities,Change To Netincome,Capital Expenditures
2020-03-31,3995000000.0,-30216000000.0,-9965000000.0,37615000000.0,20259000000.0,-6604000000.0,-11187000000.0,26512000000.0,-10004000000.0,-141000000.0,16281000000.0,29642000000.0,4105000000.0,-4704000000.0,5283000000.0,15977000000.0,-2648000000.0,4502000000.0,-28128000000.0
2019-03-31,-3158000000.0,-3962000000.0,-22450000000.0,-3317000000.0,-9063000000.0,-3293000000.0,13480000000.0,-3822000000.0,-7000000.0,-595000000.0,28286000000.0,28670000000.0,2768000000.0,-4684000000.0,3445000000.0,-16630000000.0,-1055000000.0,4812000000.0,-52077000000.0
2018-03-31,860000000.0,6296000000.0,-26981000000.0,-47050000000.0,-52753000000.0,648000000.0,-960000000.0,-6054000000.0,-8000000.0,432000000.0,72972000000.0,32638000000.0,1331000000.0,-4674000000.0,8075000000.0,11182000000.0,-1021000000.0,11700000000.0,-24761000000.0
2017-03-31,-9278000000.0,-4463000000.0,-40913000000.0,10880000000.0,2413000000.0,-3627000000.0,14976000000.0,-4214000000.0,-3007000000.0,-1087000000.0,35373000000.0,26658000000.0,3538000000.0,-4701000000.0,2262000000.0,-4890000000.0,-759000000.0,4711000000.0,-22117000000.0
