,Investments,Change To Liabilities,Total Cashflows From Investing Activities,Net Borrowings,Total Cash From Financing Activities,Change To Operating Activities,Net Income,Change In Cash,Effect Of Exchange Rate,Total Cash From Operating Activities,Depreciation,Other Cashflows From Investing Activities,Dividends Paid,Change To Inventory,Change To Account Receivables,Other Cashflows From Financing Activities,Change To Netincome,Capital Expenditures,Repurchase Of Stock
2021-03-31,-149000000.0,2611000000.0,-4648000000.0,-2032000000.0,-12117000000.0,3528000000.0,30932000000.0,28046000000.0,20000000.0,44790000000.0,2426000000.0,-489000000.0,-10073000000.0,-38000000.0,-1223000000.0,-12000000.0,6554000000.0,-3224000000.0,
2020-03-31,-76000000.0,1330000000.0,-5987000000.0,-2032000000.0,-6771000000.0,982000000.0,18804000000.0,12041000000.0,-10000000.0,24789000000.0,2489000000.0,-680000000.0,-6711000000.0,4083000000.0,-4143000000.0,-60000000.0,-6065000000.0,-4976000000.0,
2019-03-31,-1146000000.0,1637000000.0,-6125000000.0,22000000000.0,-12059000000.0,4693000000.0,15985000000.0,-3010000000.0,18000000.0,14807000000.0,2011000000.0,-751000000.0,-9566000000.0,-4365000000.0,-2021000000.0,-81000000.0,-9649000000.0,-3031000000.0,-24412000000.0
2018-03-31,-1146000000.0,209000000.0,-8219000000.0,-48000000.0,-9215000000.0,1987000000.0,20156000000.0,2419000000.0,-28000000.0,19882000000.0,1301000000.0,-419000000.0,-8723000000.0,-1205000000.0,-4473000000.0,-444000000.0,-6357000000.0,-4514000000.0,-24412000000.0
