,Investments,Change To Liabilities,Total Cashflows From Investing Activities,Net Borrowings,Total Cash From Financing Activities,Change To Operating Activities,Net Income,Change In Cash,Effect Of Exchange Rate,Total Cash From Operating Activities,Depreciation,Other Cashflows From Investing Activities,Dividends Paid,Change To Inventory,Change To Account Receivables,Other Cashflows From Financing Activities,Change To Netincome,Capital Expenditures,Repurchase Of Stock
2021-03-31,-140000000.0,-7980000000.0,-3731000000.0,31469000000.0,29039000000.0,7355000000.0,-12987000000.0,45997000000.0,241000000.0,20448000000.0,5983000000.0,-154000000.0,-1772000000.0,15539000000.0,14317000000.0,-658000000.0,-2408000000.0,-3853000000.0,
2020-03-31,-108000000.0,-7149000000.0,-31543000000.0,30469000000.0,25954000000.0,2256000000.0,7876000000.0,-8755000000.0,-185000000.0,-2982000000.0,4505000000.0,-4870000000.0,-3419000000.0,-6224000000.0,-5459000000.0,-1096000000.0,-4415000000.0,-11908000000.0,
2019-03-31,-2982000000.0,5650000000.0,-17052000000.0,-2677000000.0,-5717000000.0,-2676000000.0,11462000000.0,-20871000000.0,-615000000.0,2515000000.0,3172000000.0,-851000000.0,-3292000000.0,-9302000000.0,-5492000000.0,252000000.0,-5055000000.0,-12518000000.0,
2018-03-31,-994000000.0,10181000000.0,-3942000000.0,-4473000000.0,-7992000000.0,713000000.0,9391000000.0,18332000000.0,251000000.0,30015000000.0,2961000000.0,-63000000.0,-3292000000.0,1872000000.0,3765000000.0,-225000000.0,-4153000000.0,-2628000000.0,-2000000.0
