,Investments,Change To Liabilities,Total Cashflows From Investing Activities,Net Borrowings,Total Cash From Financing Activities,Change To Operating Activities,Net Income,Change In Cash,Repurchase Of Stock,Effect Of Exchange Rate,Total Cash From Operating Activities,Depreciation,Other Cashflows From Investing Activities,Dividends Paid,Change To Inventory,Change To Account Receivables,Other Cashflows From Financing Activities,Change To Netincome,Capital Expenditures
2020-03-31,294000000.0,-333000000.0,-58235000000.0,-26462000000.0,-40283000000.0,6562000000.0,-520000000.0,-19359000000.0,-10001000000.0,470000000.0,78689000000.0,47457000000.0,-918000000.0,-2706000000.0,-9261000000.0,26202000000.0,-1114000000.0,1135000000.0,-56106000000.0
2019-03-31,22017000000.0,88000000.0,-30537000000.0,24998000000.0,-36498000000.0,3373000000.0,20262000000.0,-11893000000.0,-20002000000.0,-293000000.0,55230000000.0,45419000000.0,-145000000.0,-2792000000.0,1260000000.0,-5447000000.0,-38702000000.0,-21679000000.0,-51673000000.0
2018-03-31,-3948000000.0,3565000000.0,-53824000000.0,-19985000000.0,-25270000000.0,6609000000.0,-24740000000.0,-19210000000.0,-1000000.0,633000000.0,59251000000.0,49444000000.0,-178000000.0,-3854000000.0,-6313000000.0,-9362000000.0,-1430000000.0,37134000000.0,-48531000000.0
2017-03-31,-2684000000.0,-3890000000.0,-47600000000.0,-25368000000.0,-29545000000.0,116000000.0,12190000000.0,2717000000.0,-1000000.0,-574000000.0,79941000000.0,49637000000.0,-180000000.0,-2840000000.0,4916000000.0,5654000000.0,-1336000000.0,-1862000000.0,-40085000000.0
