,Investments,Change To Liabilities,Total Cashflows From Investing Activities,Net Borrowings,Total Cash From Financing Activities,Change To Operating Activities,Issuance Of Stock,Net Income,Change In Cash,Repurchase Of Stock,Effect Of Exchange Rate,Total Cash From Operating Activities,Depreciation,Other Cashflows From Investing Activities,Dividends Paid,Other Cashflows From Financing Activities,Change To Netincome,Capital Expenditures
2020-03-31,-266119000000.0,0.0,-278818000000.0,-104000000000.0,1381100000000.0,-754318000000.0,1057000000.0,152426000000.0,527984000000.0,-10003000000.0,-19000000.0,-574278000000.0,34145000000.0,-217000000.0,-48557000000.0,1542603000000.0,96746000000.0,-9435000000.0
2019-03-31,263950000000.0,0.0,243591000000.0,-104000000000.0,982825000000.0,-942461000000.0,1072000000.0,175162000000.0,1450659000000.0,-5000000.0,19000000.0,-712041000000.0,32214000000.0,-190000000.0,-47624000000.0,1029382000000.0,-2226000000.0,-13451000000.0
2018-03-31,124122000000.0,0.0,110518000000.0,-111000000000.0,1898360000000.0,-1134256000000.0,1443000000.0,236251000000.0,767697000000.0,-107127000000.0,-6000000.0,-1241175000000.0,25501000000.0,686000000.0,-48976000000.0,2164020000000.0,-343117000000.0,-10903000000.0
2017-03-31,217992000000.0,0.0,212667000000.0,-192662000000.0,1750858000000.0,-202754000000.0,990000000.0,161485000000.0,-861618000000.0,-75712000000.0,-23000000.0,-2825120000000.0,25434000000.0,-969000000.0,-49204000000.0,2067446000000.0,-2895963000000.0,-10197000000.0
