,Investments,Change To Liabilities,Total Cashflows From Investing Activities,Net Borrowings,Total Cash From Financing Activities,Change To Operating Activities,Net Income,Change In Cash,Effect Of Exchange Rate,Total Cash From Operating Activities,Depreciation,Other Cashflows From Investing Activities,Dividends Paid,Change To Inventory,Change To Account Receivables,Other Cashflows From Financing Activities,Change To Netincome,Capital Expenditures
2020-03-31,2268000000.0,-13681000000.0,-61807000000.0,16862000000.0,7413000000.0,-772000000.0,-43992000000.0,-12308000000.0,-1595000000.0,43749000000.0,37306000000.0,347000000.0,-6645000000.0,3994000000.0,25144000000.0,-2804000000.0,25707000000.0,-59009000000.0
2019-03-31,-4264000000.0,197000000.0,-65614000000.0,29580000000.0,20745000000.0,4278000000.0,-6958000000.0,-2613000000.0,-969000000.0,43224000000.0,38926000000.0,-96000000.0,-7974000000.0,-16183000000.0,10533000000.0,-861000000.0,2535000000.0,-42380000000.0
2018-03-31,-1874000000.0,14840000000.0,-48358000000.0,110000000.0,-7520000000.0,7353000000.0,20373000000.0,6803000000.0,884000000.0,61799000000.0,37505000000.0,-397000000.0,-6645000000.0,-5791000000.0,-4458000000.0,-985000000.0,-14555000000.0,-36457000000.0
2017-03-31,200000000.0,7243000000.0,-41219000000.0,-2225000000.0,-8218000000.0,2179000000.0,2831000000.0,11973000000.0,-978000000.0,62388000000.0,36676000000.0,-6618000000.0,-5317000000.0,2468000000.0,-9282000000.0,-676000000.0,20273000000.0,-35273000000.0
