,Investments,Change To Liabilities,Total Cashflows From Investing Activities,Net Borrowings,Total Cash From Financing Activities,Change To Operating Activities,Net Income,Change In Cash,Effect Of Exchange Rate,Total Cash From Operating Activities,Depreciation,Other Cashflows From Investing Activities,Dividends Paid,Change To Inventory,Change To Account Receivables,Other Cashflows From Financing Activities,Change To Netincome,Capital Expenditures,Repurchase Of Stock
2020-03-31,-593000000.0,-10436000000.0,-13172000000.0,-1255000000.0,-6164000000.0,-1610000000.0,9310000000.0,657000000.0,-65000000.0,18959000000.0,6016000000.0,-375000000.0,-4227000000.0,-1865000000.0,15059000000.0,-682000000.0,-2359000000.0,-12824000000.0,
2019-03-31,717000000.0,-1155000000.0,-1334000000.0,91000000.0,-3758000000.0,-4157000000.0,19966000000.0,-4059000000.0,-58000000.0,1092000000.0,4639000000.0,-224000000.0,-3307000000.0,-7618000000.0,-13217000000.0,-541000000.0,-6717000000.0,-7347000000.0,-1000000.0
2018-03-31,1907000000.0,6101000000.0,-5077000000.0,381000000.0,-2457000000.0,1639000000.0,10712000000.0,19208000000.0,30000000.0,26712000000.0,4308000000.0,-113000000.0,-2204000000.0,3994000000.0,-2848000000.0,-632000000.0,-1374000000.0,-6549000000.0,-2000000.0
2017-03-31,-801000000.0,-2987000000.0,-13580000000.0,1328000000.0,-1203000000.0,-2639000000.0,-4968000000.0,-2787000000.0,-26000000.0,12023000000.0,8057000000.0,428000000.0,-1837000000.0,1022000000.0,-122000000.0,-689000000.0,14533000000.0,-13348000000.0,-5000000.0
