,Investments,Change To Liabilities,Total Cashflows From Investing Activities,Net Borrowings,Total Cash From Financing Activities,Change To Operating Activities,Net Income,Change In Cash,Repurchase Of Stock,Effect Of Exchange Rate,Total Cash From Operating Activities,Depreciation,Other Cashflows From Investing Activities,Dividends Paid,Change To Inventory,Change To Account Receivables,Other Cashflows From Financing Activities,Change To Netincome,Capital Expenditures,Issuance Of Stock
2020-03-31,-442000000.0,-18200000000.0,-29446000000.0,30245000000.0,25942000000.0,-2851000000.0,14768000000.0,15482000000.0,-2000000.0,200000000.0,18786000000.0,19713000000.0,145000000.0,-2490000000.0,-2621000000.0,8741000000.0,-1811000000.0,-8658000000.0,-27948000000.0,
2019-03-31,-785000000.0,4826000000.0,-16803000000.0,-11732000000.0,-15956000000.0,333000000.0,15379000000.0,-8153000000.0,-202000000.0,-86000000.0,24693000000.0,18531000000.0,308000000.0,-2490000000.0,-8086000000.0,-5136000000.0,-1532000000.0,-10380000000.0,-21917000000.0,
2018-03-31,6830000000.0,12308000000.0,-21742000000.0,-3895000000.0,-7950000000.0,216000000.0,17334000000.0,-862000000.0,-5000000.0,325000000.0,28504000000.0,18113000000.0,-700000000.0,-2331000000.0,-10642000000.0,-7603000000.0,-1719000000.0,-10178000000.0,-26976000000.0,
2017-03-31,14205000000.0,4648000000.0,-7445000000.0,-23086000000.0,-11517000000.0,290000000.0,14216000000.0,11124000000.0,-3000000.0,-91000000.0,30179000000.0,17314000000.0,-198000000.0,-1603000000.0,-1300000000.0,-5744000000.0,-736000000.0,-9558000000.0,-23447000000.0,13911000000.0
