Date,Open,High,Low,Close,predict,isbuy
2017-01-04,21848.186126110602,21852.637671776065,21661.221208161,21794.767578125,0.6086234956696734,True
2017-01-05,21861.54299145604,22115.28112025119,21256.132719243044,21443.09765625,0.5939026328084773,True
2017-01-06,21367.420088357587,21558.836559982457,21296.19535472973,21411.935546875,0.6326206473167685,True
2017-01-10,21803.669119627106,21839.281482419472,21532.124853335306,21696.83203125,0.5437407020842051,True
2017-01-11,21946.121176861703,22569.337599734044,21883.799534574468,22386.82421875,0.3712826890259585,False
2017-01-12,22524.825854104663,22622.75987955729,21990.64026072669,22435.794921875,0.5760361950745482,True
2017-01-13,22168.695246710526,22333.402420230264,21029.09966776316,21144.83984375,0.6082119393123574,True
2017-01-16,20744.202788254308,20877.74915813577,20392.530680899785,20655.171875,0.749049291107303,True
2017-01-17,20428.145447566647,21184.90829918712,20428.145447566647,20997.943359375,0.5705779243335652,True
2017-01-18,20935.62288623016,21104.78165077975,20615.111542873034,20891.107421875,0.6987923663493807,True
2017-01-19,20730.84821715796,21451.998616810008,20521.625570345328,21189.357421875,0.6225477680179697,True
2017-01-20,21202.713057173747,21483.16044802026,20957.87803341885,21038.005859375,0.6240607648232622,True
2017-01-23,20940.071060187154,21100.326706055934,20726.39686569545,20931.16796875,0.597932243177735,True
2017-01-24,20868.845106651617,20984.58528855712,20699.686379251292,20713.041015625,0.6176431188106762,True
2017-01-25,20922.268273866284,21060.266213544972,20726.400230451367,21006.84765625,0.6194189524369023,True
2017-01-26,21011.297166684344,21109.23117890194,20882.202332397508,20984.587890625,0.6183165245793633,True
2017-01-27,21038.006570282567,21038.006570282567,20837.686998623085,20913.36328125,0.5392387428809199,True
2017-01-30,20922.26467185179,21055.811042097648,20904.45848915234,20980.134765625,0.5500747570613359,True
2017-01-31,20681.87930836397,20931.16584329044,20566.139131433818,20583.9453125,0.6687097737589635,True
2017-02-01,20031.957441298346,20227.825469613257,19591.25437758978,20143.24609375,0.6106960848605111,True
2017-02-02,20312.400934846108,20445.94729207718,19987.4381322505,20049.759765625,0.6042131390647726,True
2017-02-03,20339.114899134085,21345.164355733847,20316.857167793383,21318.455078125,0.5423906600806542,True
2017-02-06,21367.42021276596,21509.869680851065,20984.587267287243,21131.48828125,0.6811934860897236,True
2017-02-07,20797.623009040035,20975.684849870857,20655.173536375376,20681.8828125,0.6655801229916006,True
2017-02-08,20770.911481284933,20855.490846510907,20392.530110537133,20708.58984375,0.6974100210630554,True
2017-02-09,20681.87756939623,21091.41969948329,20521.62195327521,20837.681640625,0.6188011652093096,True
2017-02-10,21055.812874187195,21127.03761118233,20793.171656517632,21051.361328125,0.6400739579208807,True
2017-02-13,21176.003865379284,21233.87396213142,20966.78120789077,21060.263671875,0.5493938418243592,True
2017-02-14,20917.81248404584,20989.03721265719,20704.13829821179,20708.58984375,0.5744893396014885,True
2017-02-15,20802.07392909528,20904.459484492065,20192.212142601365,20201.115234375,0.6579616874929404,True
2017-02-16,20272.337143841916,20610.654584099266,20250.07941750919,20583.9453125,0.628587732422428,True
2017-02-17,20530.5267976611,20851.038057295013,20365.819622571453,20793.16796875,0.6074185639210532,True
2017-02-20,20615.10604297467,20659.62149545356,20383.625690084435,20561.6875,0.7249392246811398,True
2017-02-21,20583.948096768967,20730.849110435352,20503.820271132758,20597.302734375,0.4724430799354284,False
2017-02-22,20628.462192661413,20753.10546875,20486.012734274453,20753.10546875,0.5951986829897185,True
2017-02-23,20672.977683621524,20704.13850269675,20530.52822499192,20659.623046875,0.5574035974842736,True
2017-02-24,20668.525150550813,21189.35595878136,20592.848879269448,21113.6796875,0.6699687078790976,True
2017-02-27,20917.81622314453,21256.13374452333,20913.3646768106,21082.5234375,0.5519653804068535,True
2017-02-28,21184.908809424862,21211.61808718417,20908.912939245343,20922.267578125,0.5482853520916948,True
2017-03-01,20926.7176323109,20940.07227023835,20681.882603641025,20730.849609375,0.5997873660286038,True
2017-03-02,20873.296490778688,20877.748036202185,20330.20794911202,20365.8203125,0.636350718690879,True
2017-03-03,20450.39978928327,21216.06560638312,20423.69051659373,21109.228515625,0.5848923475424036,True
2017-03-06,21349.611439317763,21825.92679044516,21247.22589655206,21581.091796875,0.5792302572881093,True
2017-03-07,21848.186052361787,22186.503521795257,21701.28504589725,21981.732421875,0.5867079674092154,True
2017-03-08,22444.69085473313,22542.624848942596,21999.536335599198,22101.921875,0.5691376087553357,True
2017-03-09,22257.730525775547,22297.794440721944,21848.188284101278,21955.025390625,0.6407175730038772,True
2017-03-10,21955.0217413963,22293.339189155045,21919.409378474327,22021.794921875,0.604080704052068,True
2017-03-13,21999.5407953125,22266.633560937506,21794.769675,22257.73046875,0.6566514285422903,True
2017-03-14,22257.72892916332,22320.05057016497,22106.37637244501,22159.794921875,0.5459951760695276,True
2017-03-15,22115.282109890933,22284.440869990744,22115.282109890933,22244.376953125,0.5824787110936239,True
2017-03-16,22208.763578702667,22431.34088456258,22199.860486468267,22395.728515625,0.5391357875922078,True
2017-03-17,22306.69513116021,22823.074423759408,22119.730214874293,22774.107421875,0.5236618903209466,True
2017-03-21,23370.61411336379,23642.15839163335,23050.1028340948,23383.96875,0.4313735765585628,False
2017-03-22,23272.68081782521,24612.596067665567,23263.77772646415,24398.921875,0.3189957648343361,False
2017-03-23,24657.111543966053,24990.977470269987,23606.546762529702,23886.994140625,0.41619657821033673,False
2017-03-24,23891.447348156533,24234.216389670986,23664.41850247813,23913.705078125,0.4712844323894893,False
2017-03-27,23967.123712688306,24189.70101314046,23802.416510353705,23935.962890625,0.45593683526402456,False
2017-03-28,23935.964029795152,23944.86712223696,23415.1331219495,23713.38671875,0.4937948349152608,False
2017-03-29,23980.3357588114,24288.0079911886,23821.97505097019,24134.171875,0.40371810899110677,False
2017-03-30,24143.216598143877,24211.08546039503,23505.249292983022,23523.34765625,0.43150463447512427,False
2017-03-31,23496.20187004064,23876.267527095024,23202.10344493904,23378.5625,0.49226134839509866,False
2017-04-03,23496.204365276346,24238.237393565454,23464.532223824986,24211.08984375,0.47380673208669644,False
2017-04-04,24269.908989097585,24414.69591818989,23428.334963748566,23577.646484375,0.42872776106008653,False
2017-04-05,23577.646218992548,23916.990580233087,23197.58053440315,23609.318359375,0.4961047946219814,False
2017-04-06,23609.320123631256,24007.484203907134,23536.92665449019,23862.697265625,0.4738286900114181,False
2017-04-07,23862.69629114715,23862.69629114715,22980.400922020548,23315.220703125,0.4841532127789291,False
2017-04-10,23193.056375788066,23555.023701200294,23021.121896217264,23324.26953125,0.44482611985373244,False
2017-04-11,23260.92347380541,23414.759575363358,23057.316868802256,23269.97265625,0.47094962381476935,False
2017-04-12,22894.432365897108,23233.776719146572,22894.432365897108,23174.95703125,0.5068600591591809,True
2017-04-13,23003.02397143671,23233.778145815795,22731.548472167204,22840.138671875,0.47597803825104773,False
2017-04-14,22876.332613548137,23745.054105201863,22858.23424913868,23310.693359375,0.7280329032184553,True
2017-04-17,23550.500511769595,24125.1236750731,23550.500511769595,23984.861328125,0.45507667011948866,False
2017-04-18,24179.415216170688,24342.300498315555,23903.415154758564,24174.890625,0.4527419059371985,False
2017-04-19,24310.62918994213,24772.137505105744,24233.71113741486,24577.580078125,0.4540561453017656,False
2017-04-20,24708.79673151105,24935.02632985852,24251.812942849152,24265.38671875,0.4597056594604638,False
2017-04-21,24595.677093940936,24744.98859947811,24351.349175789208,24437.31640625,0.430528875454335,False
2017-04-24,24704.267053628522,24898.824468153434,24568.529322564624,24767.611328125,0.4067082886416559,False
2017-04-25,25016.468292105357,25351.288088382404,24948.599414481632,25301.517578125,0.410224154374557,False
2017-04-26,25355.813055813276,25355.813055813276,24894.304681135727,24993.845703125,0.3496480285047159,False
2017-04-27,25156.727696044967,25156.727696044967,24677.121016947705,24853.580078125,0.4163369394549123,False
2017-04-28,24432.795855433236,25572.992995353452,24355.87779440687,25378.435546875,0.3035118414121358,False
2017-05-01,25699.681733401027,25753.97683565468,25536.79642664003,25622.763671875,0.46156072198183384,False
2017-05-02,25609.188476734704,25753.975408051934,25459.876953813808,25658.958984375,0.36456850691263654,False
2017-05-08,26224.531418127382,26572.924951459994,25998.301851028285,26070.6953125,0.4021420531055178,False
2017-05-09,25971.15598355664,26220.00852346877,25925.91006720898,26002.828125,0.4134588533126989,False
2017-05-10,26201.909370365465,26695.08984375,25916.860105932203,26695.08984375,0.47763492517702244,False
2017-05-11,26695.089224329415,26885.12206287549,26595.548213662423,26735.810546875,0.4879065738162286,False
2017-05-12,26740.336470170456,26930.369318181816,26514.106889204544,26676.9921875,0.49332677573210454,False
2017-05-15,26396.46724582773,27274.2380112872,26210.958991271862,26907.74609375,0.42414774746098355,False
