,Research Development,Effect Of Accounting Charges,Income Before Tax,Minority Interest,Net Income,Selling General Administrative,Gross Profit,Ebit,Operating Income,Other Operating Expenses,Interest Expense,Extraordinary Items,Non Recurring,Other Items,Income Tax Expense,Total Revenue,Total Operating Expenses,Cost Of Revenue,Total Other Income Expense Net,Discontinued Operations,Net Income From Continuing Ops,Net Income Applicable To Common Shares
2020-12-31,,,-7293000000.0,837000000.0,-5944000000.0,7961000000.0,10698000000.0,2737000000.0,2737000000.0,,-1457000000.0,,,,-1460000000.0,43337000000.0,40600000000.0,32639000000.0,-10030000000.0,4000000.0,-5833000000.0,-5973000000.0
2019-12-31,,,5287000000.0,1752000000.0,3348000000.0,8319000000.0,15346000000.0,7027000000.0,7027000000.0,,-1417000000.0,,,,1166000000.0,49744000000.0,42717000000.0,34398000000.0,-1740000000.0,48000000.0,4121000000.0,3326000000.0
2018-12-31,,,257000000.0,948000000.0,-6000000.0,8907000000.0,10856000000.0,1949000000.0,1949000000.0,,-1309000000.0,,,,154000000.0,47408000000.0,45459000000.0,36552000000.0,-1692000000.0,-42000000.0,103000000.0,-6000000.0
2017-12-31,,,1466000000.0,537000000.0,-6084000000.0,8694000000.0,11596000000.0,2902000000.0,2902000000.0,,-1168000000.0,,,,7526000000.0,49448000000.0,46546000000.0,37852000000.0,-1436000000.0,4000000.0,-6060000000.0,-6084000000.0
