,Research Development,Effect Of Accounting Charges,Income Before Tax,Minority Interest,Net Income,Selling General Administrative,Gross Profit,Ebit,Operating Income,Other Operating Expenses,Interest Expense,Extraordinary Items,Non Recurring,Other Items,Income Tax Expense,Total Revenue,Total Operating Expenses,Cost Of Revenue,Total Other Income Expense Net,Discontinued Operations,Net Income From Continuing Ops,Net Income Applicable To Common Shares
2020-06-30,145000000.0,,1185000000.0,,939000000.0,1654000000.0,3063000000.0,1256000000.0,1256000000.0,8000000.0,-99000000.0,,,,246000000.0,6721000000.0,5465000000.0,3658000000.0,-71000000.0,,939000000.0,939000000.0
2019-06-30,136000000.0,,1024000000.0,,820000000.0,1482000000.0,2728000000.0,1110000000.0,1110000000.0,8000000.0,-97000000.0,,,,204000000.0,6214000000.0,5104000000.0,3486000000.0,-86000000.0,,820000000.0,820000000.0
2018-06-30,132000000.0,,1054000000.0,,823000000.0,1407000000.0,2675000000.0,1125000000.0,1125000000.0,11000000.0,-85000000.0,,,,231000000.0,6124000000.0,4999000000.0,3449000000.0,-71000000.0,,823000000.0,823000000.0
2017-06-30,135000000.0,,1033000000.0,,701000000.0,1409000000.0,2671000000.0,1109000000.0,1109000000.0,18000000.0,-88000000.0,,,,330000000.0,5973000000.0,4864000000.0,3302000000.0,-76000000.0,-2000000.0,703000000.0,701000000.0
