,Research Development,Effect Of Accounting Charges,Income Before Tax,Minority Interest,Net Income,Selling General Administrative,Gross Profit,Ebit,Operating Income,Other Operating Expenses,Interest Expense,Extraordinary Items,Non Recurring,Other Items,Income Tax Expense,Total Revenue,Total Operating Expenses,Cost Of Revenue,Total Other Income Expense Net,Discontinued Operations,Net Income From Continuing Ops,Net Income Applicable To Common Shares
2020-12-31,,,55693000000.0,8172000000.0,42521000000.0,,69721000000.0,69721000000.0,69721000000.0,,-4083000000.0,,,,12440000000.0,245510000000.0,175789000000.0,175789000000.0,-14028000000.0,,43253000000.0,42521000000.0
2019-12-31,,,102696000000.0,3772000000.0,81417000000.0,,105577000000.0,105577000000.0,105577000000.0,,-3961000000.0,,,,20904000000.0,254616000000.0,149039000000.0,149039000000.0,-2881000000.0,,81792000000.0,81417000000.0
2018-12-31,,,4001000000.0,3797000000.0,4021000000.0,,10403000000.0,10403000000.0,10403000000.0,,-3853000000.0,,,,-321000000.0,247837000000.0,237434000000.0,237434000000.0,-6402000000.0,,4322000000.0,4021000000.0
2017-12-31,,,23838000000.0,3658000000.0,44940000000.0,,25210000000.0,25210000000.0,25210000000.0,,-4386000000.0,,,,-21515000000.0,240651000000.0,215441000000.0,215441000000.0,-1372000000.0,,45353000000.0,44940000000.0
